idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
12930,5,4,5,4,3,2,2,4,3,2,3,3,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,5,1,4,4,3,3,3,4,3,3,3,3,3,1,1,1,1,2,1,1,1,1,2,1,4,5,4,5,4,4,10,1,2,1.0,2,0.0,1,5,4,4,4,5,4,4,3.0,4,4,4,3,1,1,1,2,1,1,2,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,1,1.0,1,1,3.0,3.0,2.0,29.0,4.0,1.0,1,0,1,40.0,2800,2400,0,29901,전자출판기능사 변화 컴퓨터 맥켄토시,국어국문학
12931,4,2,4,4,4,3,3,4,3,3,3,2,2,4,2,1,3,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1,3,4,4,2,2,1,3,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,2,2,5,3,4,15,2,4,1.0,1,1.0,3,5,4,4,4,4,4,4,4.0,3,5,4,4,1,1,1,2,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,2.0,0,2.0,0,2,3.0,2.0,2.0,31.0,4.0,1.0,1,0,1,40.0,3800,2200,0,29401,공무원자격증 사무기술 윗사람 업무 컴퓨터,비서행정학
12932,5,1,3,1,1,5,4,4,3,2,3,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,5,2,2,2,4,1,3,2,2,3,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,19,4,1,1.0,2,0.0,3,2,4,3,3,5,5,3,2.0,0,0,0,2,3,2,4,1,3,3,1,1,0.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,4.0,1.0,68.0,2.0,2.0,0,6,0,54.0,0,0,2200,511101,이용사자격증 이용 고객 이발사 바리깡 면도기 가위,농과
12933,5,2,4,4,4,2,4,3,3,3,3,3,3,5,3,3,4,3,3,3,4,4,1,1,1,2,1,1,3,3,2,3,2,5,4,4,4,4,3,4,4,4,4,2,1,3,1,1,3,1,2,1,1,1,1,1,1,3,3,2,3,3,4,18,2,3,1.0,1,2.0,4,6,4,3,3,4,4,3,3.0,3,3,3,4,1,1,1,1,1,1,1,3,90.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,4.0,3.0,1.0,38.0,5.0,1.0,1,0,1,40.0,5500,2500,0,413101,학예사 자격증 유물관리요령 보존환경이해 전시기법 박물관 설립 문화 시설 증가 필요 인력 증가 예상 문화유산표준관리시스템 연구원 동아대박물관 문화재관련 직업군 없음,고고미술사학
12934,5,1,4,2,1,4,4,4,4,3,2,3,3,4,4,4,5,4,4,3,3,3,3,1,4,3,3,3,2,3,3,5,3,3,4,2,4,3,2,3,4,3,2,1,2,3,1,1,5,1,1,1,3,1,1,1,1,3,3,2,3,2,3,14,1,4,2.0,1,2.0,2,2,4,3,3,4,4,4,2.0,3,4,3,3,3,1,1,2,1,1,2,4,95.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,4.0,1.0,45.0,4.0,1.0,1,0,1,58.0,3000,2500,0,542001,관리 기초 교육 화재 감시 범죄예방 증가 관리인 증가 기사 선생 방법자동화 프로그램 CCTV 운용 프로그램 전자부품 공정관리 보안업체 없음,전자공학
12935,3,1,2,1,2,3,2,3,1,1,1,1,2,3,5,3,2,2,4,1,2,3,1,3,1,1,2,2,2,3,3,1,2,2,2,4,1,1,5,2,3,2,4,1,2,3,1,1,3,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,4,1,2.0,2,0.0,1,1,2,1,1,4,3,3,1.0,1,1,0,1,3,2,4,1,3,3,3,1,0.0,0,0,3.0,0,0,0,0.0,5,0,0,0,0,5,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,5.0,2.0,72.0,1.0,2.0,0,6,0,30.0,0,0,500,901101,농사 생활 농기계 호미 트렉터 곡괭이등,0
12936,5,4,5,3,4,5,3,3,3,5,5,2,2,5,4,1,5,4,4,1,4,4,1,1,1,1,4,4,4,2,1,2,2,5,4,5,4,4,3,2,5,4,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,5,5,3,2,3,2,6,1,2,1.0,1,2.0,3,5,5,4,3,4,4,4,3.0,3,3,3,3,1,1,1,2,1,1,2,4,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,1.0,45.0,4.0,1.0,1,0,1,40.0,5000,2500,0,140207,건축사 오토캐드 건물 오토캐드,건축공학
12937,5,2,4,4,5,2,4,4,4,3,3,4,2,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,3,3,2,2,3,3,2,1,1,4,3,3,1,3,1,1,3,1,1,1,1,1,1,1,1,2,3,3,3,3,2,15,2,3,1.0,1,2.0,3,4,5,4,4,4,4,3,3.0,3,4,4,4,1,1,1,2,1,1,1,3,90.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,5.0,2.0,1.0,36.0,3.0,1.0,1,0,1,45.0,4000,3000,0,307101,응급구조사 행정 응급처치 소방 공무원 부족 구급장비 응급처치강사 안전관리자,응급구조
12938,5,3,5,4,4,5,5,5,5,3,4,4,3,5,5,5,4,4,5,1,1,1,1,1,1,1,1,2,2,4,2,5,5,3,1,3,4,5,4,1,3,4,5,1,1,5,1,1,4,1,1,1,1,1,1,1,1,3,1,5,4,3,1,9,1,5,2.0,1,2.0,5,2,4,3,3,3,4,2,3.0,4,0,5,4,3,1,4,1,1,1,2,4,50.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,4.0,1.0,30.0,3.0,1.0,1,0,1,50.0,2900,2150,0,14201,포스조작 음식조리숙달 산업 발전 인공 지능 대신 서비스업 전산회계프로그램 더존ERP 서비스업 호텔리어,호텔경영학
12939,3,2,5,4,4,4,4,3,2,2,1,3,1,5,2,2,3,3,2,2,2,1,1,1,1,1,3,2,4,2,2,2,1,4,1,3,3,4,2,3,4,2,2,5,4,1,1,1,4,1,2,2,1,1,1,1,1,2,2,3,3,4,4,10,1,5,2.0,1,6.0,6,5,4,4,4,5,5,4,4.0,4,4,5,4,1,1,1,2,1,1,1,2,95.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,3.0,0,3.0,0,2,4.0,2.0,1.0,33.0,4.0,1.0,1,0,1,40.0,5400,3800,0,416301,정확한 발성법 매체 다양 화가 일자리 계기 앵커 마이크 방송학과 교수,신문방송학
12940,4,1,4,1,1,2,4,2,1,3,2,2,2,5,1,5,2,5,4,1,5,1,5,1,1,4,4,3,2,4,1,3,2,5,5,4,2,2,1,2,3,3,1,2,3,3,1,1,4,1,1,1,1,1,1,1,1,3,3,1,3,4,1,3,1,2,1.0,2,0.0,7,1,2,2,1,3,3,2,3.0,1,3,4,3,1,1,1,2,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,1.0,56.0,1.0,1.0,1,0,1,44.0,4300,2500,0,623001,천장크레인 운전기능사 경기 크게 변동 없다 현장노무직,0
12941,4,1,3,3,3,3,2,2,2,3,3,3,3,5,3,2,3,3,3,2,1,1,1,1,1,3,1,3,3,3,1,1,1,3,5,2,3,3,3,3,3,3,3,1,3,3,2,1,1,1,1,1,2,2,1,1,1,3,3,3,3,3,3,13,2,2,2.0,2,0.0,7,5,3,3,3,3,3,3,3.0,3,3,3,3,2,1,4,1,2,1,1,3,90.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,1,1.0,1,1.0,1,1.0,1,2,4.0,2.0,2.0,27.0,5.0,1.0,3,0,2,45.0,4000,3600,0,155106,국민 안전 분야 컴퓨터 워드 파워포인트 관련직종,원자력공학
12942,4,1,5,4,5,4,4,4,4,3,4,4,3,5,4,3,3,4,4,3,4,3,1,3,1,1,1,1,5,1,2,2,2,2,1,4,4,3,3,4,3,3,3,4,1,5,1,1,1,3,1,1,1,1,1,1,1,3,2,1,4,4,4,11,1,6,2.0,1,3.0,6,5,4,4,3,4,4,5,4.0,4,4,4,5,1,1,2,1,1,1,1,4,50.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,1,1.0,1,2,2.0,3.0,1.0,51.0,4.0,1.0,1,0,1,48.0,10000,3000,0,31102,직무교육 업종 산업 변화 PC,경제학
12943,5,2,5,5,5,5,4,4,5,3,3,2,2,5,4,1,3,3,3,1,1,1,1,1,1,1,1,3,4,2,2,5,1,4,2,4,4,3,2,4,5,4,3,1,2,4,1,1,2,3,2,1,1,1,1,1,1,4,3,3,3,3,3,3,1,3,2.0,1,3.0,6,2,4,3,3,5,5,3,2.0,2,3,5,3,2,1,1,2,1,1,1,2,100.0,0,0,3.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,24.0,2.0,1.0,1,0,1,50.0,3000,2400,0,835201,설계 프로그램 교육 자동화 시스템 설계 프로그램 없음 없음 없음,문과
12944,4,4,4,4,3,3,3,3,3,3,3,3,3,5,1,1,3,1,2,1,1,1,1,1,1,1,1,2,2,4,2,3,3,3,1,2,3,3,4,2,4,4,4,2,1,4,1,1,3,1,1,1,1,1,1,1,1,3,3,3,4,2,3,16,5,5,1.0,1,6.0,6,5,4,4,4,4,4,4,2.0,2,3,3,3,3,1,4,1,3,2,1,2,100.0,0,0,3.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,45.0,5.0,1.0,2,0,2,48.0,3200,3000,0,420101,경기지도자자격증 본운동 유도 운동 학생 줄어듬 선생님 기구 도구 코치 스포츠처방사 없음,스포츠학
12945,5,4,4,3,2,4,5,4,4,4,4,3,3,4,2,1,5,1,2,4,1,1,1,1,1,2,1,1,2,4,1,1,2,2,1,4,4,4,2,1,1,1,2,5,2,4,3,1,3,1,1,1,1,1,1,1,1,3,2,5,4,3,2,18,1,5,2.0,1,4.0,4,2,3,3,3,2,4,2,3.0,2,3,4,3,1,2,1,2,2,1,2,2,0.0,0,2,0.0,0,2,0,0.0,0,0,0,0,4,0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,1.0,25.0,2.0,1.0,3,0,2,18.0,2000,1000,0,416202,모델포즈 일자리 신발 패션무대감독,문과
12946,4,3,4,4,3,4,4,5,5,5,5,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,4,2,2,5,1,2,1,3,5,2,5,1,5,5,5,5,1,3,2,2,3,1,2,1,1,1,1,1,1,5,5,4,4,5,5,13,4,2,2.0,1,4.0,6,5,5,2,2,5,5,5,3.0,0,0,4,2,2,1,4,1,2,3,2,5,0.0,1,2,0.0,0,2,0,0.0,0,0,0,3,0,0,1,1,1.0,1,1.0,1,1.0,1,1.0,1,2,1.0,4.0,1.0,52.0,4.0,2.0,0,5,0,60.0,0,0,2000,22103,경영분석 Design 제조능력분석 Design 제조물류분석 Design 공장Layout 분석 Design_ 조직체계분석 Design 정부 컨설팅 사업 쿠폰 컨설팅 혁신 활동 스마트 팩토리 관여 본연 연구개발 서비스 제공 기능 중심 해감 한국 사회 컨설팅 정부 업무 대행 존재 때문 경영 컨설팅 없음 OO그룹 전략기획실 PI추진팀 공장장 경영혁신팀장 사업부장 없음,산업공학
12947,5,2,5,2,5,5,5,5,5,4,5,2,5,5,3,1,3,3,1,1,1,1,1,1,1,1,1,1,5,2,1,2,3,3,1,2,4,4,2,3,4,3,3,3,1,5,1,1,4,1,1,1,1,1,1,1,1,4,3,3,3,3,3,7,1,2,2.0,2,0.0,2,3,4,3,3,3,3,2,4.0,4,4,4,4,2,1,2,1,1,1,2,3,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,3.0,0,1.0,1,1,4.0,3.0,2.0,21.0,2.0,1.0,1,0,1,52.0,2600,2000,0,615203,복지 때문 매니저 컴퓨터 없음 없음 없음,회계
12948,5,2,5,5,5,5,4,4,4,4,4,3,3,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,2,3,2,2,1,3,3,4,2,3,5,5,3,2,1,5,1,1,1,1,1,1,1,1,1,1,1,4,3,2,4,4,5,3,1,6,1.0,2,0.0,6,5,4,4,3,4,4,4,4.0,4,2,5,4,1,1,1,1,1,1,1,4,75.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,2.0,2.0,26.0,4.0,1.0,1,0,1,40.0,3300,3000,0,27201,전산세무 기업체 해당 부서 존재 때문 내부자체 ERP 동일,경영학
12949,5,1,1,1,1,5,4,5,4,3,3,4,4,2,5,5,5,5,5,5,5,5,5,4,1,5,5,5,2,4,2,5,2,2,1,5,4,5,3,1,3,3,2,2,1,1,1,1,5,1,1,1,1,1,1,1,1,2,1,1,4,1,1,8,2,6,2.0,1,3.0,3,2,4,4,4,4,3,4,4.0,2,3,3,4,2,1,3,2,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,4.0,1.0,54.0,4.0,1.0,1,0,1,45.0,7000,3000,0,522202,서비스 PDA 무전기,0
12950,1,1,4,1,1,4,3,4,2,1,3,4,3,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,5,1,3,3,2,2,1,1,1,2,3,1,4,1,2,4,1,1,1,1,1,1,1,1,3,2,2,3,3,2,7,1,4,2.0,1,2.0,7,2,2,2,2,4,3,4,2.0,2,3,4,3,1,1,1,2,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,2.0,39.0,2.0,1.0,1,0,1,40.0,1700,1200,0,617101,제품교육 홈쇼핑 배달 서비스 점점 특별히 없음 자영업,이
12951,5,5,5,4,2,3,3,3,3,3,3,2,1,3,3,1,5,4,4,4,4,1,1,1,1,1,2,1,2,3,3,1,1,2,2,1,3,2,3,2,3,3,2,3,3,3,2,2,3,2,2,1,1,1,1,1,1,1,5,5,5,3,2,18,1,2,1.0,1,6.0,6,2,4,4,2,4,4,4,4.0,4,4,4,4,3,2,1,1,3,1,2,3,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,4.0,1.0,36.0,3.0,1.0,2,0,1,20.0,2000,2000,0,416201,인명구조자격증 교원자격증 운동 시장 의상 배우 세트,사회체육학과
12952,5,2,5,4,4,5,5,5,5,3,3,4,5,5,2,1,5,4,1,1,1,1,1,3,1,1,1,1,5,1,1,1,1,2,1,4,4,5,2,4,5,5,4,2,1,5,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,2,5,17,1,3,1.0,1,5.0,5,4,4,4,3,4,5,4,2.0,3,4,4,4,1,1,1,1,1,1,2,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,2.0,26.0,3.0,1.0,1,0,1,50.0,2000,1800,0,307401,의무기록사 의무기록에 대한 신프로그램 노령 사회 선생님 유비케어 보험사 의무기록자,보건행정학
12953,4,1,5,1,1,2,1,4,1,1,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,4,2,3,3,2,4,1,3,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,3,2,7,4,1,2.0,2,0.0,5,1,4,2,2,4,3,3,2.0,0,0,0,2,3,2,4,1,3,3,3,3,0.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,3,0,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,3.0,2.0,58.0,2.0,2.0,0,6,0,40.0,0,0,1500,863101,전통 재봉틀 줄자 섬유공자에서 일함,상고졸
12954,4,2,5,2,2,4,3,3,4,4,3,3,2,3,5,3,4,3,3,3,3,4,3,3,4,4,3,4,2,3,3,5,5,4,5,4,4,3,2,1,4,3,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,6,4,1,2.0,1,3.0,4,2,3,2,2,3,3,2,3.0,0,0,3,3,2,2,3,1,3,3,3,3,75.0,0,2,0.0,0,0,0,0.0,5,1,0,0,0,5,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,3.0,1.0,52.0,2.0,2.0,0,6,0,33.0,0,0,3500,702502,유리가공방법 자르는 방법 연마방법 유리 대형화 사람 작업 기계 대신 유리 연마기 앞착기 절단기,인문
12955,5,2,5,5,5,5,4,4,4,3,4,4,4,4,4,5,3,4,4,1,4,2,4,4,2,2,3,3,3,2,2,2,1,5,4,3,4,4,2,3,4,3,3,3,3,5,1,1,3,1,3,1,1,1,1,1,2,3,2,1,2,3,3,13,1,2,1.0,2,0.0,4,4,3,3,2,3,3,3,3.0,3,2,2,2,2,1,1,2,1,1,2,3,95.0,1,0,0.0,1,0,0,0.0,0,1,2,0,0,0,1,2,1.0,2,1.0,2,1.0,1,1.0,1,2,1.0,2.0,1.0,37.0,4.0,1.0,1,0,1,45.0,3300,2300,0,140305,토목기사 측량기사 기술사 인구 때문 기사 캐드 설계회사 모르겠음,토목학과
12956,4,4,5,3,1,2,3,3,2,1,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,2,3,1,4,4,4,3,2,4,4,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,4,15,2,5,1.0,1,5.0,4,5,5,4,5,5,5,4,4.0,0,4,4,4,1,1,1,1,1,1,1,4,95.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,2.0,2.0,1.0,36.0,4.0,1.0,1,0,1,40.0,3400,2000,0,140306,토목기사 실무능력 업무 전산 화로 인원 감축 예상 전산프로그램,토목
12957,4,2,1,3,3,3,3,3,4,4,4,1,1,4,2,4,5,1,1,1,2,1,1,1,1,1,1,1,1,4,3,3,2,5,1,1,2,1,2,1,2,1,1,2,3,5,1,1,2,1,1,1,1,1,1,1,1,4,5,4,4,3,5,18,4,1,1.0,1,1.0,5,3,4,4,4,4,4,4,3.0,3,3,4,3,3,1,1,1,2,2,1,3,0.0,0,0,3.0,1,0,0,0.0,0,0,2,0,0,0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,2.0,3.0,2.0,47.0,4.0,2.0,0,6,0,12.0,0,0,1800,414401,타악실기지도사 서도민요전수증 공연기획 학생 수가 감소 기도 노년 요구 때문 국악 강사 국악인 장구 사무직 공연기획자 컵타 컵으로 장단에 맞춰 연주,국악
12958,5,4,5,5,4,4,5,4,4,4,4,3,3,5,2,1,4,1,2,2,1,1,1,1,1,1,1,1,4,2,1,1,1,4,1,3,4,3,3,2,2,3,2,2,3,3,1,2,3,1,1,1,1,1,1,1,1,4,4,4,4,4,2,20,4,1,2.0,2,0.0,3,4,4,4,4,4,4,4,3.0,0,0,0,4,1,1,1,1,3,3,3,4,0.0,1,0,0.0,1,0,0,0.0,0,1,0,0,4,0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,3.0,2.0,36.0,4.0,1.0,4,0,2,60.0,6000,1800,0,411104,미디어 계속 발전 워드 노트북 경리직원 없음 없음,지리학
12959,5,1,5,1,1,3,3,4,4,4,4,3,4,5,2,1,4,1,3,1,1,1,1,1,1,1,4,1,3,4,1,5,2,5,5,3,4,4,5,1,4,4,5,4,5,5,1,1,5,1,1,1,1,1,1,1,1,3,4,5,5,5,5,7,4,1,2.0,2,0.0,6,2,5,1,1,5,5,3,3.0,0,0,3,3,3,2,4,1,3,3,3,4,0.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,4.0,1.0,34.0,2.0,2.0,0,6,0,72.0,0,0,3000,614001,대형 마트 포스 학생 식당 음식업 인터넷유통,실업계
12960,5,2,5,4,3,5,5,4,4,5,5,2,2,5,1,1,5,1,1,1,1,1,1,5,1,1,1,1,4,2,2,5,2,2,5,5,5,5,4,1,5,1,4,4,1,5,1,1,1,1,3,3,1,1,1,1,1,1,1,2,5,1,1,17,5,6,1.0,1,6.0,7,5,5,4,4,5,4,4,4.0,4,4,4,4,1,1,1,1,1,1,1,1,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,2.0,46.0,6.0,1.0,1,0,1,48.0,15000,8000,0,301104,전문의 의사면허증 전문의 직무관련 출산 인구 선생님 EMR PACS 의료기기 클리닉 원장,의학
12961,4,4,4,4,4,4,3,2,4,4,3,2,1,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,1,2,3,3,4,1,1,1,4,3,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,5,4,1,8,1,3,2.0,2,0.0,7,4,2,1,1,3,2,2,3.0,4,4,4,4,1,1,1,2,1,1,1,2,90.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,2.0,51.0,4.0,1.0,1,0,1,40.0,4800,4000,0,15201,현상 유지 컴퓨터 행정사무원,역사교육
12962,4,3,5,4,3,5,4,5,5,3,4,4,3,5,5,5,3,4,5,2,3,3,1,1,1,1,1,2,2,3,3,3,2,2,1,3,3,4,2,2,3,4,3,3,3,3,1,1,3,1,1,1,1,1,1,1,1,4,3,3,4,3,4,7,1,4,1.0,1,3.0,4,4,3,3,3,3,4,3,3.0,3,5,5,4,1,1,2,2,1,1,1,3,50.0,1,2,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,2.0,1.0,36.0,4.0,1.0,1,0,1,50.0,4000,3000,0,612301,전기산업기사 차량관련 훈련 신차 계속 달리기 때문 딜러 컴퓨터,경영학
12963,5,5,4,4,4,2,3,4,3,4,3,3,3,5,1,5,4,1,1,1,5,1,1,1,1,1,1,5,1,3,3,4,1,5,1,5,4,3,4,1,5,3,3,3,4,5,1,1,4,1,1,1,1,1,1,1,1,4,3,4,4,3,4,9,1,2,1.0,1,1.0,4,2,3,3,3,4,3,4,3.0,2,3,4,4,1,1,1,1,1,1,2,4,90.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,3.0,1.0,34.0,4.0,1.0,1,0,1,52.0,2900,2000,0,531701,조주기능사 고객응대 커피 전문점 에스프레소 머신 드리퍼 드립서버 없음 없음 없음,식품조리학
12964,5,3,5,4,5,2,4,4,4,2,3,3,3,5,2,2,3,4,2,3,2,1,1,1,1,1,1,1,5,1,1,2,3,5,1,5,4,2,3,2,5,4,3,3,3,2,1,1,5,1,1,1,1,1,1,1,1,2,2,1,3,3,4,15,2,2,1.0,1,2.0,2,5,4,3,3,2,3,4,3.0,3,3,4,3,3,1,1,2,1,1,2,4,50.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,3,0,2.0,0,1.0,2,2.0,0,2.0,0,2,2.0,4.0,1.0,29.0,4.0,1.0,1,0,1,57.0,3600,3500,0,621402,항해사 자격증 관제프로그램 조작법 인공 지능 산업 발달 컴퓨터 신처리 가능 제사 관제시스템 스타일러스 항해사 없음 없음,항해학
12965,4,1,4,1,1,5,4,5,3,1,3,3,3,5,5,5,3,5,5,1,2,3,4,1,1,1,2,2,2,2,4,4,3,2,1,2,2,2,1,1,2,1,3,1,3,5,1,1,5,1,1,1,1,1,1,1,1,2,2,2,3,2,2,9,4,1,2.0,2,0.0,4,1,1,1,1,3,3,1,4.0,2,2,0,2,1,2,1,2,1,1,1,4,100.0,1,0,0.0,0,0,0,4.0,0,1,0,0,0,0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,4.0,1.0,1.0,43.0,2.0,1.0,3,0,2,30.0,4000,0,0,532401,배달 배달 오토바이 견인차 배달대행 매달대행,인문계
12966,4,1,5,2,2,5,5,5,5,5,5,2,1,2,4,4,3,4,4,4,1,2,1,1,1,5,4,3,2,3,3,5,4,4,3,5,4,3,5,1,5,4,5,4,2,1,2,1,4,1,1,1,1,1,1,2,1,5,5,4,4,4,3,3,1,1,1.0,1,4.0,4,1,3,2,3,5,5,4,4.0,4,5,4,3,3,1,1,1,3,3,3,5,0.0,0,2,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,1.0,68.0,2.0,2.0,0,6,0,60.0,0,0,0,885201,광고도장기능사 옥외광고사 광고도안디자인 편집기술 설계 온라인광고 오프라인 광고 수요 감소 컴퓨터 사다리 크레인 로프 건축업,인문
12967,4,1,5,4,2,3,4,3,3,4,4,2,3,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,4,2,3,3,3,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,2,2,15,2,2,2.0,2,0.0,4,5,4,4,4,4,4,3,3.0,5,4,4,4,1,1,2,1,1,1,2,2,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,1.0,2.0,32.0,4.0,1.0,1,0,1,40.0,8000,4000,0,25301,군대 가야 인원 PC 없음 경리사무원 없음,행정학
