idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq35,bq36,bq37,bq38,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
4001,3,3,1,0,2,3,1,0,3,5,4,5,3,5,1,0,3,3,2,2,4,6,4,5,1,0,2,1,2,5,1,0,4,6,1,0,1,0,1,0,5,6,1,0,1,0,4,7,3,5,5,7,4,6,5,7,4,4,4,7,3,5,4,7,4,7,5,6,5,7,2,2,5,7,5,7,5,6,1,0,2,2,16,1,3,1,2,0,6,1,3,3,3,3,3,3,3,3,2,3,2,4,4,2,2,2,3,2,4,4,4,4,4,4,4,3,2,3,2,5,1,2,2,2,2,2,2,2,3,3,3,3,3,4,2,42,2,1,1,1,4000,0,1500,214301,미용 스타일리스트 미용 학원 다양 없다 마사지 전기 초음파 없다 없다 없다,미용학
4002,4,5,3,4,4,5,2,3,2,3,2,3,2,3,2,3,2,3,3,4,2,3,3,4,2,3,3,4,4,5,2,2,2,2,2,3,4,5,3,3,1,0,2,2,2,2,3,4,3,4,4,5,4,5,4,6,3,4,3,4,4,5,4,5,3,4,3,4,2,3,4,6,3,4,3,4,3,4,3,4,2,2,18,1,5,2,2,0,3,5,4,4,4,4,4,3,4,4,5,4,4,4,4,1,3,3,4,4,4,3,4,3,3,3,3,4,3,4,4,20,2,1,2,1,1,2,2,2,4,4,4,3,3,4,1,55,4,1,1,1,7000,0,5500,14103,여행 선호 증가 없다 여행 가이드북 지도 없다 없다 없다,경제학
4003,5,6,4,5,4,5,1,0,1,0,3,4,3,4,5,6,5,6,4,6,5,7,5,7,5,6,5,7,5,6,2,3,1,0,1,0,4,5,1,0,1,0,1,0,1,0,4,6,4,6,1,0,3,4,4,5,2,2,4,5,4,6,3,4,3,4,2,2,4,6,1,0,4,6,4,5,1,0,1,0,1,0,18,4,1,2,2,0,7,2,4,2,2,5,5,4,3,0,0,0,4,2,3,2,5,5,3,3,1,1,1,1,1,1,1,3,3,2,2,30,2,2,2,2,2,2,2,2,4,4,5,4,3,4,1,75,4,2,6,0,0,2000,0,411106,음악 계속 없다 컴퓨터 필기 도구 피아노 작곡 시인 음악치료사 없다,음악
4004,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,4,3,4,3,4,2,2,1,0,2,3,2,3,2,3,2,3,2,3,2,3,4,5,1,0,3,4,3,1,2,2,2,0,5,3,3,3,3,3,3,2,4,4,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,1,3,1,4,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,46,4,1,1,1,4000,0,2000,151107,단조 시장 자체 축소 없다 자동차설계 없다 없다,기계공학
4005,3,2,2,2,3,3,2,2,2,1,3,2,4,4,3,3,3,3,4,4,2,3,4,4,4,5,4,4,4,6,2,2,2,3,2,3,3,5,2,4,2,1,2,1,2,1,4,4,3,2,3,3,3,3,3,5,4,5,3,3,2,2,3,3,2,2,3,2,3,3,2,2,3,3,5,5,2,3,2,2,2,3,17,1,2,1,1,1,2,5,4,2,2,4,4,4,2,2,2,4,2,3,4,4,2,3,4,4,2,2,2,2,2,2,2,4,2,3,1,0,2,2,2,2,2,2,2,2,4,4,4,4,2,4,2,53,4,1,3,2,1800,0,1600,306904,미술심리치료사 사회복지사 제공인력교육 인간 마음 상담사 도화지 싸인 색연필 학원강사 학교 집단수업 강의 없다,영어영문학
4006,2,3,1,0,3,4,4,5,3,4,1,0,4,6,1,0,1,0,1,0,1,0,1,0,3,5,3,6,3,4,2,4,1,0,4,5,1,0,5,6,1,0,4,5,4,5,1,0,1,0,1,0,1,0,3,4,4,5,1,0,2,5,4,5,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,4,1,1,1,3,6,2,3,2,2,4,3,2,2,0,0,0,3,2,2,3,3,3,2,4,4,5,5,5,3,4,4,2,2,2,4,30,2,2,2,2,2,2,2,2,4,3,3,3,2,3,1,57,2,2,6,0,0,2500,0,622101,개인택시운송사업면허 고객서비스제공 다양한 훈련 지하철 이용수 없다 택시 네비게이션 없다 없다 없다,공고
4007,2,2,2,2,2,2,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,2,3,2,4,2,4,3,2,2,2,2,1,0,1,0,1,0,1,0,2,1,1,0,3,2,1,0,2,2,2,1,1,0,2,1,4,3,1,0,2,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,9,1,3,2,2,0,7,2,2,2,2,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,4,4,4,4,3,3,3,3,2,3,4,30,2,2,2,2,2,2,2,2,4,3,3,3,2,3,2,50,2,1,3,2,1700,0,1500,532101,습관 서구화 판매원 포스 그릴 포장 음료 기계 가정주부 계산원 없다,상업고
4008,1,0,1,0,1,0,1,0,1,0,2,4,2,4,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,5,6,5,5,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,2,4,1,0,1,0,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,7,1,1,2,2,0,7,1,3,2,2,4,4,2,4,0,0,4,4,3,3,2,4,4,3,2,2,2,2,1,2,2,2,3,2,3,1,20,2,2,2,2,2,2,2,2,3,3,3,3,3,2,1,68,2,2,5,0,0,5500,0,901401,사람 계속 없다 장갑 손수레 없음 없다 없다,농업
4009,2,3,3,5,3,4,4,5,4,4,3,4,3,5,3,4,3,5,3,4,2,3,3,5,3,3,4,5,4,5,4,5,4,5,3,4,2,3,2,3,3,4,3,5,3,4,3,5,3,4,2,3,2,3,2,3,2,3,2,3,2,2,2,2,3,4,4,5,3,5,2,3,3,5,2,3,2,3,2,3,2,2,15,2,6,1,1,3,3,5,3,2,2,2,3,2,3,2,3,3,3,3,3,2,2,2,2,1,4,4,1,2,4,3,4,2,4,2,2,80,1,1,1,1,2,2,2,2,4,5,3,4,2,4,2,30,4,1,1,1,3800,0,2600,155401,수질환경기사 시험분석 관련교육 기술 발달 기계 자동화 생각 없다 엑셀 파워포인트 없다 연구원,수산생명의학
4010,4,3,3,3,4,5,5,4,3,4,3,4,1,0,1,0,1,0,4,4,1,0,4,5,1,0,1,0,5,6,4,6,3,4,4,6,3,3,5,4,4,5,3,5,3,5,4,6,2,3,4,6,1,0,5,6,2,2,1,0,3,5,1,0,4,4,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,6,2,2,0,3,2,4,3,2,4,4,1,5,3,3,3,3,2,2,1,5,5,2,3,2,3,1,3,2,1,3,2,2,2,5,20,1,2,2,2,1,1,1,2,5,4,4,2,2,3,1,57,3,1,1,1,9000,0,2500,817101,부품 업체 품질 수준 작업 의식 없다 검사 없다 부품검사 실차 의장 검사,공업경영
4011,3,4,3,3,3,5,4,5,3,5,2,2,3,5,4,5,4,5,4,6,3,4,4,6,3,4,3,4,3,4,2,2,2,2,5,7,3,4,4,6,3,4,4,5,3,4,3,5,3,4,4,5,4,4,4,5,3,3,3,3,4,5,3,4,3,4,4,5,3,4,4,5,3,4,3,5,3,4,3,4,3,4,5,2,3,1,2,0,3,4,4,4,3,4,4,3,3,4,4,4,4,4,4,2,3,2,3,3,3,3,2,2,2,1,3,4,3,4,4,30,2,2,2,2,2,2,2,2,5,5,4,5,4,4,1,40,4,1,1,1,4600,0,2500,853201,폐기물처리산업기사 환경 대한 관심 상승 업종 필요 인원 증가 추세 없다 제어장치 없다 없다 없다,토목환경공학
4012,4,5,4,4,4,5,1,0,3,3,2,2,4,4,4,4,5,4,4,3,4,3,3,3,3,5,2,4,3,3,3,2,3,3,3,4,5,5,3,4,3,4,1,0,2,4,5,3,4,3,2,5,2,4,2,5,4,2,1,0,1,0,1,0,2,2,4,4,1,0,2,3,2,3,2,3,2,4,2,2,1,0,3,1,3,1,1,5,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,3,2,2,3,3,3,4,30,1,2,1,1,2,2,2,2,4,3,3,3,4,3,1,46,5,1,1,1,4000,0,2400,154104,화공기사 산업기사 화학분석기능사 화학공학 기술자 과정 생활 필수품 산업 없다 컴퓨터 캐드 없다 화학시험연구원 없다,화학공학
4013,2,1,2,2,2,1,5,6,4,5,3,3,3,3,1,0,1,0,2,1,1,0,2,2,2,1,2,1,2,1,4,4,2,4,4,4,1,0,1,0,2,1,1,0,1,0,1,0,1,0,2,1,1,0,4,5,3,3,1,0,1,0,1,0,3,4,4,4,1,0,2,2,1,0,2,1,1,0,1,0,1,0,6,1,2,1,2,0,5,2,2,1,1,4,4,1,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,1,20,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,36,3,1,1,1,3200,0,2400,701101,용접기술사 기계화 없다 나사 볼트 단기 없다 없다,기계설계학
4014,5,3,5,5,4,3,1,0,3,3,2,2,3,3,4,5,5,6,5,5,3,5,4,5,5,6,3,5,4,5,4,5,1,0,1,0,3,4,1,0,1,0,1,0,2,2,4,5,4,5,4,5,5,6,5,6,4,5,4,5,5,6,4,6,4,5,3,5,3,5,4,5,4,5,4,5,2,3,4,5,3,5,19,1,2,2,2,0,3,4,4,3,3,4,4,3,3,3,4,4,4,4,4,3,2,3,3,3,2,2,2,2,2,2,4,3,2,3,2,30,1,1,1,1,1,1,1,1,4,4,4,4,2,4,2,37,4,1,1,1,3000,0,1700,512102,웨딩 방식 선호 증가 없다 컴퓨터 기획서 없다 없다 없다,경제학
4015,3,3,3,3,2,2,1,0,1,0,3,3,1,0,1,0,1,0,2,4,4,4,2,3,3,3,4,4,2,2,5,6,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,3,2,2,2,2,4,4,3,3,1,0,1,0,1,0,4,4,3,3,4,4,1,0,4,5,3,3,1,0,1,0,1,0,18,4,1,2,2,0,7,5,4,3,3,4,3,3,4,0,0,4,4,4,4,2,4,4,3,3,3,2,2,4,2,1,1,4,1,4,3,20,2,1,2,1,1,1,2,2,3,3,4,3,2,2,2,38,4,1,4,2,2500,0,1500,414702,의식 수준 예술 대한 수준 없다 바레 토스 발레복 음악 없다 없다 없다,무용
4016,4,5,4,5,4,5,2,2,2,2,2,2,3,4,3,4,3,4,3,4,3,4,4,5,3,4,4,5,4,5,2,2,2,2,2,3,3,4,2,2,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,15,2,2,1,1,1,7,3,3,3,2,3,4,2,4,0,0,4,3,3,3,3,2,2,3,4,2,2,3,3,2,4,4,3,2,3,1,0,2,2,1,2,2,2,2,2,2,2,4,2,1,3,1,49,4,1,1,1,5000,0,2400,512301,장례지도사 장례지도 가정 장례 장례식 이용 없다 알콜 고인 시설관리공단 없다 없다,경영
4017,2,4,1,0,2,3,1,0,1,0,2,3,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,3,3,4,3,4,3,4,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,2,3,16,5,2,1,1,2,3,5,4,2,2,2,2,2,3,3,3,3,3,2,2,2,4,4,2,3,4,4,2,5,4,4,4,2,3,2,2,30,2,1,1,1,2,2,1,1,4,3,3,3,3,3,2,55,4,1,1,1,5500,0,3000,212102,정교사 자격증 컴퓨터 업무 상담교육 진로진학 교사 권한 선생 없다 상담사 노인요양사,국어국문학
4018,1,0,3,3,3,3,4,4,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,4,4,4,4,1,0,1,0,3,3,2,2,2,2,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,3,1,4,2,2,0,7,2,2,1,2,3,2,3,3,0,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,2,3,3,2,3,1,5,2,2,2,2,2,2,2,2,3,3,3,2,3,3,1,56,2,1,1,1,2700,0,1800,885902,기계 불량 때문 사람 확인 없다 포장 박스 기계조작원 없다 없다,실업계
4019,3,4,3,4,3,4,1,0,2,3,3,3,3,5,4,6,4,6,4,5,1,0,2,3,3,4,4,6,4,6,2,2,1,0,1,0,5,7,1,0,1,0,1,0,1,0,4,6,4,6,4,6,5,6,5,7,4,5,4,5,3,5,4,5,3,4,3,4,2,3,2,2,2,2,2,2,4,5,1,0,2,4,3,1,6,2,1,3,7,5,5,5,5,4,4,4,5,5,4,4,4,4,3,2,4,4,4,2,2,1,5,3,3,3,3,4,3,2,6,30,2,1,1,2,2,2,2,2,4,4,3,3,3,2,2,29,4,1,1,1,4500,0,4200,26401,감사관련업무 내부감사 중요성 증가 내부감사 필요 없다 프로그램 없다 회계법인 사무직 없다,금융
4020,2,3,4,5,4,5,4,4,3,4,2,3,4,5,3,3,2,3,3,3,1,0,3,4,3,4,3,3,3,4,4,5,2,3,3,5,2,3,2,3,4,5,4,5,4,5,2,3,2,3,3,3,1,0,2,3,3,3,1,0,3,3,1,0,2,3,3,3,1,0,2,3,2,2,2,2,1,0,1,0,2,3,3,1,2,1,1,1,5,2,4,3,3,4,4,2,3,3,3,4,3,3,3,2,3,3,4,3,3,3,2,3,3,3,3,3,2,3,1,10,2,2,2,2,2,2,2,2,4,4,4,4,2,3,1,48,3,1,1,1,3800,0,2200,835201,전기기사 안전교육 작업지시서숙지 부품목록숙지 로봇 자동화 일부 일자리 감소 추세 노동 필요 부분 변화 없다 공구 없다 없다 없다,전기전자
4021,4,5,2,3,3,4,2,3,2,2,3,4,3,4,2,2,2,3,4,5,2,3,3,4,2,3,3,4,3,4,2,3,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,3,4,2,3,2,2,17,3,6,1,1,5,6,5,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,3,2,3,2,30,1,1,1,2,2,2,2,1,4,4,4,4,2,3,1,45,5,1,1,1,9000,0,5000,301102,전문의 자격증 기본업무 숙지 상담스킬 교육 필요 때문 교수님 청진기 없다 없다 없다,외과
4022,2,3,2,3,2,2,4,5,3,3,3,4,4,5,2,3,3,4,4,5,2,3,3,4,4,5,3,4,2,3,4,6,3,3,2,3,4,5,3,4,2,2,4,6,3,3,2,2,2,3,4,6,2,2,2,3,2,3,3,5,2,3,4,6,2,2,4,6,2,3,2,2,2,2,2,2,2,2,2,3,2,2,17,3,6,1,1,6,6,7,4,4,3,4,4,3,4,4,0,4,4,4,4,2,3,3,4,2,4,4,3,3,4,3,3,3,2,3,1,10,2,2,1,1,2,2,1,2,4,4,4,4,3,4,1,45,6,1,1,1,7000,0,5000,301103,전문의 배운 이론을 실제 환자에게 적용하는 과정에 대한 훈련 환자 계속 때문 교수 청진기 컴퓨터 없다 없다 없다,성형외
4023,5,7,4,6,5,6,2,2,2,2,2,2,5,7,5,7,5,7,5,6,4,6,4,6,4,6,2,2,2,2,1,0,1,0,1,0,5,7,2,2,2,2,2,2,2,2,5,6,5,7,5,7,5,6,2,2,2,2,2,2,2,2,2,2,4,6,4,6,5,7,5,7,5,6,4,6,2,2,1,0,2,2,13,1,2,1,1,4,5,5,4,3,3,3,4,2,2,3,3,3,3,4,3,2,4,3,3,3,4,2,2,4,1,2,4,4,3,4,6,30,2,2,2,2,2,2,2,2,4,4,4,4,3,2,1,36,4,1,1,1,5000,0,3300,132004,정보처리기사 MIS 경영정보시스템 비지니스 확대 기기 자동화 없다 솔루션 개발 프로그램 없다 없다 없다,정보통신공학
4024,4,5,2,3,5,6,3,3,3,3,3,3,4,4,4,5,3,4,3,3,3,4,4,4,3,3,2,3,3,3,1,0,1,0,3,3,4,5,2,3,4,4,1,0,3,3,4,4,3,3,4,4,3,3,1,0,3,3,1,0,3,3,1,0,4,5,3,3,3,3,3,3,3,3,3,3,2,2,1,0,3,3,3,1,3,2,2,0,7,6,5,4,4,5,5,4,4,3,4,4,4,4,4,1,4,5,4,3,4,3,1,3,2,2,2,4,3,4,3,50,1,1,1,1,1,1,2,2,5,5,5,4,3,3,1,33,5,1,1,1,3300,0,2900,155101,연구 활동 개발 진행 없다 발전기 축전기 광기,기계공학
4025,4,5,4,5,4,5,2,4,4,5,4,4,4,5,4,5,4,6,4,6,4,6,4,5,4,5,4,5,4,4,2,4,3,4,3,4,4,6,4,5,4,5,2,4,2,4,4,5,4,6,4,5,4,5,2,4,5,6,4,5,4,5,4,5,4,5,2,4,5,6,4,5,4,5,4,5,4,5,3,4,4,4,17,1,1,1,1,6,6,5,5,4,4,5,4,4,4,4,3,3,3,4,3,2,4,4,4,3,2,3,3,3,1,2,2,2,4,3,2,50,2,2,2,2,2,2,2,2,5,4,4,3,2,4,1,47,4,2,5,0,0,0,0,301111,의사자격증 비뇨기린 치료 진단 수술 인구 감소 의사선생님 술기 레이저 치료 없다 없다 없다,의학
4026,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,2,2,3,3,4,5,3,4,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,2,3,2,2,2,3,2,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,6,4,1,2,2,0,3,1,2,1,2,3,2,2,3,0,0,0,2,2,2,3,4,3,3,4,2,3,3,3,3,3,3,2,2,3,4,30,2,2,2,2,2,2,2,2,4,4,2,2,1,3,1,57,2,1,4,2,3500,0,2200,703101,업종 사람 나이 사람 없다 몽키 스캐너 용접공 없다 없음,공고
4027,5,6,5,6,5,6,1,0,3,4,2,3,2,3,4,5,5,5,4,5,3,4,5,5,4,5,4,6,4,5,3,3,4,5,3,3,5,7,1,0,3,4,1,0,1,0,4,4,4,4,4,5,5,6,4,4,3,5,3,5,4,5,2,2,4,5,4,5,4,5,4,5,4,5,4,6,2,2,1,0,2,3,7,1,4,1,1,3,4,4,3,2,2,2,4,3,3,3,4,4,3,4,3,1,4,3,4,3,3,2,1,3,1,2,3,4,3,2,4,40,2,2,2,2,2,2,2,2,4,3,4,3,2,2,1,34,4,1,1,1,2600,0,2400,9999999,VMD자격증 실무교육 신제품파악 수익 인식 전환 계속 변화 주어 없다 포토샵 캐드 회사원 없다 없다,인테리어디자인
4028,2,3,2,3,4,3,3,3,4,4,3,4,4,5,4,4,4,4,5,6,4,5,3,5,3,4,4,5,3,4,2,4,2,3,3,4,3,5,3,3,4,4,4,5,3,4,3,5,3,5,3,4,3,5,4,5,3,3,2,3,2,3,3,4,3,4,4,5,3,5,3,4,4,5,4,5,2,3,3,5,3,4,13,3,3,1,1,2,3,4,4,4,4,3,4,3,3,3,3,3,4,4,4,2,3,3,2,2,3,3,3,4,3,3,3,4,3,3,5,30,1,1,1,2,1,2,2,2,4,4,4,4,3,2,1,35,5,1,3,1,5000,0,3000,152201,정일측정산업기사 기사 기계제도산업기사 기사 기계 자동차 부품의 기능 조립성 도면 해석 방법 이해 공인 인증 시험 기관 분야 제품 특성 다변 평가 관리 때문 선생님 없다,기계공학
4029,4,5,5,5,4,4,3,2,4,4,4,5,4,4,4,6,5,6,4,5,2,5,3,4,4,5,4,5,5,5,4,3,3,4,3,5,3,4,1,0,1,0,4,4,1,0,4,4,4,5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,3,4,3,5,4,2,2,4,4,4,5,4,4,5,2,4,2,3,15,2,2,1,2,0,6,5,3,4,3,4,4,4,3,4,4,3,4,3,3,2,4,4,3,3,3,4,4,3,4,3,4,4,2,2,1,2,2,2,1,2,2,2,2,2,4,3,3,3,3,4,1,55,4,1,1,1,5600,0,3200,13305,통신정보처리실 교대 없다 컴퓨터 차장 없다 없다 없다,법학
4030,3,4,4,5,4,5,4,5,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,3,1,3,2,1,3,4,4,4,2,2,2,4,2,2,3,5,4,3,3,2,4,2,2,3,3,3,5,1,5,2,2,5,3,3,2,6,40,2,2,2,2,2,2,2,2,4,4,4,2,2,3,2,27,4,1,1,1,3400,0,2900,152201,시험안전교육 연구 개발 계속 것이므 없다 데이터 정리 프로그램,금속공학
4031,5,4,4,3,4,3,3,2,4,3,4,3,5,5,4,3,4,3,4,3,4,3,4,3,2,2,4,3,4,3,3,2,2,1,3,3,5,5,2,1,3,2,2,1,3,3,5,5,4,4,5,5,5,5,5,5,5,5,1,0,4,3,2,1,4,3,5,5,5,5,5,5,5,5,5,4,5,6,3,2,2,1,17,3,2,1,1,3,3,4,5,4,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,3,4,5,5,4,2,3,4,4,3,4,3,60,2,1,2,2,2,2,2,2,3,4,4,4,3,2,2,31,4,1,1,1,2760,0,2060,231101,사회복지사 자격증 사회복지사 고령화 독거 노인 증가 상담전문가 컴퓨터 볼펜 사회복지사 사회단체활동가 청소년복지과,사회복지
4032,3,4,3,3,3,4,4,6,3,4,1,0,1,0,1,0,1,0,3,4,2,4,4,6,2,3,2,3,3,4,5,6,5,6,5,6,1,0,5,6,4,5,5,6,5,6,2,4,3,4,1,0,1,0,3,5,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,5,3,2,4,4,5,19,4,1,2,2,0,7,1,3,2,1,2,3,2,2,0,0,3,3,2,2,4,4,3,1,2,2,2,3,3,3,3,3,2,3,2,2,30,1,2,1,1,2,2,2,2,4,4,3,3,2,3,1,55,2,2,6,0,0,3000,0,812901,생산 기술 발달 고장 수리기사 자동차수리기사 없다 모름,인문계
4033,2,2,1,0,1,0,2,1,1,0,1,0,1,0,2,3,1,0,2,4,2,3,2,3,2,3,3,5,3,4,3,5,2,4,1,0,2,3,1,0,1,0,1,0,1,0,2,2,2,2,2,3,3,3,3,3,3,4,2,3,2,2,2,3,2,3,2,4,2,3,2,3,1,0,1,0,2,3,1,0,2,4,9,1,2,2,2,0,6,2,2,3,2,2,3,3,2,2,2,3,2,2,2,3,3,3,2,2,3,2,4,4,4,4,4,2,2,3,4,20,2,2,2,2,2,2,2,2,3,3,3,3,2,3,1,40,4,1,1,1,2700,0,2400,523001,인력 인텔 등장 없다 컴퓨터 회사원 구체적으로는 거절 모름 없다,원예과
4034,3,3,3,3,3,3,1,0,1,0,3,4,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,2,2,2,2,2,3,3,1,0,1,0,2,2,1,0,3,2,3,3,4,6,1,0,2,2,2,2,2,2,1,0,1,0,16,5,6,1,2,0,7,6,4,4,4,4,4,4,4,0,0,0,4,3,2,2,4,2,3,3,2,2,2,2,4,3,2,2,3,2,5,30,2,1,2,2,2,2,2,2,4,4,4,4,2,2,1,62,6,1,1,1,8000,0,4000,211101,석사학위 학생 수가 직업 없다 형태 구조 디지털 디자인 프로그램 카메라 물감 없다 없다 없다,산업공학
4035,3,3,3,5,3,4,1,0,4,4,2,2,3,3,3,3,4,4,3,3,1,0,3,3,3,2,3,3,4,2,2,1,2,2,2,2,4,4,1,0,2,2,1,0,1,0,3,3,2,2,4,4,2,2,3,3,1,0,3,3,3,4,2,2,2,2,3,3,3,3,4,4,3,4,3,2,3,3,1,0,2,2,3,1,4,1,2,0,7,4,4,3,3,4,3,3,2,2,3,3,3,4,3,3,3,2,3,3,3,4,2,3,3,1,3,2,3,2,3,40,2,2,2,2,2,2,2,1,4,4,4,3,3,3,1,32,3,1,1,1,3800,0,2500,159104,전자캐드기능사 전산응용기계제도기능사 캐드 업무 전담 부분 이제 업무 캐드 업무 병행 경우 없다 오토캐드 포토샵 없다 모름 없다,설비공학
4036,2,3,2,4,3,4,1,0,3,4,3,4,4,5,3,4,4,5,4,6,2,2,2,2,4,5,4,6,4,6,2,3,2,2,1,0,4,5,1,0,1,0,1,0,1,0,3,4,3,4,3,5,3,4,3,5,3,4,3,5,4,6,4,5,4,5,3,5,2,3,4,5,3,3,3,3,4,6,3,4,3,4,13,1,6,2,1,2,5,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,3,2,3,3,3,2,3,20,2,1,2,2,2,2,2,2,4,4,4,4,3,3,1,49,4,1,1,1,6400,0,5000,12201,전반적인 재무관련 직무훈련 전반 상황 회계 업무 사람 없다 회계 프로그램 재무팀 직원 없다 없다,경제학
4037,3,4,3,5,3,5,1,0,2,3,3,4,4,5,3,4,3,3,3,4,1,0,2,3,1,0,2,3,3,4,2,2,2,2,1,0,3,5,1,0,1,0,1,0,1,0,4,5,3,5,3,4,3,4,3,5,2,4,3,3,3,5,3,5,2,3,1,0,3,4,3,4,3,4,3,4,3,5,2,4,2,3,13,1,1,1,1,1,6,5,4,2,1,4,4,3,3,0,0,3,3,1,1,2,4,4,4,4,3,3,3,1,4,3,3,1,3,2,2,30,2,1,2,2,1,2,2,2,3,3,4,4,2,4,1,50,4,2,5,0,0,7000,0,221301,법무사 공인중개사 업무교육 정보통신교육 변호사 배출 경쟁 유사 직역 전산 없다 코로 도깨비 법무 박사 법무팀 사무원 법무업무처리작업 행정사 로스쿨변호사다수배출,법학
