idx,sq1,sq2,sq3,sq4,sq5,sq6,sq7,sq8,sq9,sq10,sq11,sq12,sq13,sq14,sq15,sq16,kq1_1,kq1_2,kq2_1,kq2_2,kq3_1,kq3_2,kq4_1,kq4_2,kq5_1,kq5_2,kq6_1,kq6_2,kq7_1,kq7_2,kq8_1,kq8_2,kq9_1,kq9_2,kq10_1,kq10_2,kq11_1,kq11_2,kq12_1,kq12_2,kq13_1,kq13_2,kq14_1,kq14_2,kq15_1,kq15_2,kq16_1,kq16_2,kq17_1,kq17_2,kq18_1,kq18_2,kq19_1,kq19_2,kq20_1,kq20_2,kq21_1,kq21_2,kq22_1,kq22_2,kq23_1,kq23_2,kq24_1,kq24_2,kq25_1,kq25_2,kq26_1,kq26_2,kq27_1,kq27_2,kq28_1,kq28_2,kq29_1,kq29_2,kq30_1,kq30_2,kq31_1,kq31_2,kq32_1,kq32_2,kq33_1,kq33_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq19,bq20,bq21_1,bq21_2,bq21_3,bq25,bq26,bq27,bq28,bq28_1,bq28_2,bq29,bq30,bq31_1,bq31_2,bq31_3,knowcode,text_response,bef_job,able_job,major,description,bq6_mark,bq12_2_mark,bq12_3_mark,bq12_4_mark
22210,3,3,3,2,3,3,3,2,3,3,4,4,4,3,2,3,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1,0,2,4,1,0,1,0,2,2,2,5,2,3,2,3,4,5,3,6,2,3,1,0,5,6,2,3,2,3,2,4,3,4,1,0,1,4,1,3,3,3,4,4,2,4,1,0,1,0,17,1,3,1,1,6,6.0,6.0,3,3,3.0,3.0,2.0,3.0,3,3,3,3.0,3,3,3,3,2,2,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2.0,1,1,1.0,2.0,40,4.0,1,1,6,1,40.0,12000,7000,0,301110,의사면허 전문의 안전교육 초음파 도입 인구 감소 신약 개발,0,0,의학,마취병리과의사 마취병리과의사,0,0,0,0
22211,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,3,3,4,5,4,5,3,4,3,3,3,4,3,3,4,6,4,6,4,5,3,3,4,5,1,0,3,4,4,5,3,4,4,5,3,3,2,3,4,6,4,6,4,6,3,5,4,5,3,4,3,4,3,4,5,4,4,6,4,5,4,5,3,3,13,1,2,1,1,3,5.0,5.0,4,5,5.0,5.0,5.0,5.0,5,5,5,5.0,5,2,5,5,5,5,5,5,5,2,3,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,3.0,2,4,5.0,1.0,44,5.0,2,1,6,0,44.0,0,0,15000,22103,변호사 변리사,대기업 직원,창업투자자,행정학,경영·진단 전문가,0,0,0,0
22212,3,3,4,2,4,3,4,3,3,4,4,4,2,1,3,4,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,5,7,1,0,1,0,3,4,1,0,3,1,6,1,1,1,4.0,2.0,3,4,4.0,2.0,2.0,3.0,3,3,3,3.0,3,2,3,3,4,4,4,5,4,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,3.0,3,3,3.0,1.0,61,2.0,1,1,6,1,40.0,5000,4500,0,821101,지게차 굴삭기 안전교육 사람,0,0,인문계과,금속가공 제어장치 조작원(용광로·용해로·금속가열로) 금속가공 제어장치 조작원(용광로·용해로·금속가열로),0,0,0,0
22213,4,4,3,3,3,3,4,3,3,3,3,5,4,3,3,4,2,2,2,2,1,0,1,0,3,1,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,4,1,0,2,3,2,3,3,4,3,4,3,4,1,0,3,4,3,4,3,4,2,3,3,4,5,6,3,4,2,3,3,4,1,0,3,4,1,0,18,2,2,1,1,2,3.0,5.0,4,4,4.0,4.0,5.0,3.0,4,4,4,4.0,4,2,4,4,4,4,3,3,3,2,3,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,4.0,4,4,2.0,2.0,32,4.0,1,1,6,1,40.0,3600,2500,0,413101,박물관 학예사 자격증 이미지메이킹 문화 예술 과거 역사 유적 유물 대한 관심 생각,0,0,국어국문학과,학예사(큐레이터) 학예사(큐레이터),0,0,0,0
22214,5,5,5,4,5,4,5,4,4,5,4,5,5,5,2,4,3,5,3,5,3,5,1,0,3,5,3,5,1,0,1,0,3,4,3,5,1,0,1,0,2,4,3,4,2,3,4,6,1,0,1,0,1,0,1,0,1,0,1,0,3,5,3,4,3,5,1,0,1,4,1,3,2,3,3,5,3,4,3,4,2,2,5,2,2,1,1,1,1.0,5.0,4,4,4.0,4.0,4.0,4.0,4,4,4,4.0,4,2,4,4,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3.0,1,1,1.0,1.0,45,4.0,1,1,6,1,40.0,5000,2700,0,155302,수질환경기사,0,0,환경공학,수질환경기술자 수질환경기술자,0,0,0,0
22215,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,6,5,6,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,3,1,0,3,2,3,5,4,6,4,5,5,6,1,0,1,4,1,3,3,3,3,4,2,4,5,4,2,2,9,1,2,1,1,2,6.0,4.0,4,4,3.0,3.0,4.0,4.0,3,3,4,4.0,4,3,3,4,2,2,2,2,2,2,5,4,3,2,1,5,2,2,2,2,2,2,2,2,2,1,2.0,4,4,2.0,2.0,40,4.0,1,1,6,1,40.0,4000,3000,0,14103,호텔 관리사 호텔서비스사 서비스 응대 전산,0,0,실용외국어학과,여행∙호텔 관리자,0,0,0,0
22216,5,5,5,4,4,4,4,5,5,4,5,5,5,5,2,2,5,6,4,5,4,5,4,6,4,5,4,5,2,3,1,0,3,4,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,3,4,3,4,3,4,2,3,1,0,1,4,1,3,2,3,3,4,3,4,3,4,2,2,3,1,6,2,1,2,1.0,5.0,4,3,3.0,3.0,3.0,3.0,3,3,3,3.0,3,2,3,3,2,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3.0,1,1,1.0,1.0,41,4.0,1,1,6,1,40.0,4800,2800,0,26101,컴퓨터 프로그램 교육,0,0,경영학,경영 기획 사무원 경영 기획 사무원,0,0,0,0
22217,3,2,3,1,2,3,2,2,3,3,4,3,2,1,1,1,1,0,2,2,1,0,3,3,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,2,3,4,3,3,3,2,2,1,0,4,2,3,3,1,0,2,3,2,3,1,0,1,4,1,3,1,0,1,0,1,0,1,0,1,0,17,1,2,2,2,0,3.0,2.0,3,2,2.0,4.0,4.0,3.0,3,3,2,2.0,3,3,2,2,3,2,3,2,2,3,3,4,3,2,2,4,2,2,2,2,2,2,2,2,2,2,4.0,3,4,3.0,2.0,24,3.0,1,1,6,1,45.0,2400,2400,0,511502,동물 대한 관심 증가,0,0,애완동물관리과,"수의사 보조원(수의간호, 수의테크니션) 수의사 보조원(수의간호, 수의테크니션)",1,0,0,0
22218,4,3,3,3,4,4,4,5,4,5,4,4,3,4,4,4,1,0,3,4,2,3,1,0,1,0,1,0,5,5,3,4,2,1,3,5,1,0,1,0,2,4,3,4,2,4,4,5,2,4,1,0,1,0,1,0,1,0,2,3,1,0,3,3,3,4,1,0,1,4,1,3,4,4,2,3,2,3,2,3,3,4,3,1,5,1,2,0,3.0,5.0,4,4,4.0,4.0,4.0,2.0,5,4,2,3.0,3,3,2,2,4,4,4,4,4,3,3,2,2,3,3,2,2,2,2,1,2,2,2,2,1,2,4.0,2,1,1.0,1.0,42,4.0,1,1,6,1,52.0,4500,3800,0,157101,식품가공 기능사 친환경 식품 수요 증가,0,0,식품영양학,식품공학기술자 및 연구원 식품공학기술자,1,0,0,0
22219,4,3,4,5,4,4,3,3,4,4,4,3,3,2,4,2,2,2,4,3,2,2,2,1,3,5,2,2,1,0,1,0,4,4,1,0,1,0,1,0,1,0,3,3,1,0,2,3,1,0,3,2,3,4,1,0,1,0,1,0,4,5,4,4,3,5,3,2,1,4,1,3,3,5,4,4,4,5,4,4,4,2,13,3,2,1,1,1,3.0,3.0,3,2,3.0,2.0,3.0,2.0,3,3,3,3.0,3,3,2,2,4,4,4,2,2,3,3,4,4,2,3,3,2,1,2,2,2,1,2,2,2,2,4.0,1,1,2.0,1.0,34,4.0,1,1,6,1,40.0,2400,1800,0,158201,소방기사자격증 소방설비관리사 소방시설 노후 화로 건물,학습지교사,0,심리상담,소방공학 기술자 및 연구원 소방공학기술자,0,0,0,0
22220,5,5,5,4,5,4,5,5,4,5,4,5,5,4,4,4,2,2,2,2,2,2,4,2,3,1,1,0,1,0,1,0,1,0,3,2,4,4,3,3,4,3,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,4,1,3,4,3,3,3,3,3,4,2,4,2,6,1,1,2,2,0,6.0,2.0,3,2,2.0,4.0,3.0,3.0,4,3,3,3.0,4,3,4,4,4,4,4,5,3,3,2,4,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3.0,4,3,1.0,2.0,60,2.0,2,1,7,0,40.0,0,0,0,701201,공란,도배원,0,인문계,"경량철골공(석고보드공,텍스공,조립주택 건립원) 경량철골공(석고보드공,텍스공,조립주택 건립원)",0,1,1,1
22221,4,4,5,4,4,3,5,4,4,2,5,4,5,4,4,5,2,4,3,6,2,3,4,3,4,3,3,2,3,1,1,0,2,5,4,7,3,6,5,5,2,4,3,5,3,6,2,4,1,0,1,0,1,0,2,3,1,0,2,4,3,5,2,4,2,5,1,0,1,4,1,3,3,5,2,4,1,0,1,0,1,0,6,3,5,1,1,2,3.0,6.0,4,4,4.0,4.0,4.0,4.0,3,3,5,5.0,4,2,3,3,5,4,5,4,4,2,3,2,2,1,1,3,2,1,1,2,2,1,2,2,2,1,3.0,3,3,2.0,1.0,29,5.0,1,1,6,1,40.0,3600,3200,0,140701,건설재료시험기사 시험기관 자격에 대한 일반 요구사항 숙지_2 시험결과의 분석을 위한 측정불확도 추정실무 교육_3 연구윤리_4 연구실 안전환경 조성에 관한 법률_5 산업안전보건법 등등 시뮬레이션 프로그램 이용 시험 데이터 분석 방법 활용 가능 모든 자재 형상 일괄 통일 크리티컬 변화 인증업무 등과 관련한 컨설팅,0,0,건축공학,건설자재 시험원 건설자재 시험원,1,0,0,0
22222,3,3,3,3,4,4,4,4,4,3,4,5,5,4,2,3,1,0,2,2,1,0,1,0,2,2,1,0,1,0,1,0,1,0,2,2,1,0,3,2,2,2,3,4,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,2,3,3,5,2,2,1,0,1,4,1,3,1,0,4,5,1,0,3,4,1,0,15,2,5,1,1,6,5.0,5.0,3,2,2.0,4.0,4.0,3.0,3,3,3,3.0,3,3,3,3,4,4,4,4,4,3,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,3,2.0,2,3,3.0,1.0,39,4.0,1,1,6,1,57.0,9000,5000,0,23401,감정평가사 부동산학 통계학 프로그래밍 자동 가격 산정 프로그램 개발 컴퓨터 프로그램 자동 격조사 활성화,0,"부동산 개발, 중개",부동산학,감정평가사 감정평가사,0,0,0,0
22223,3,4,3,4,3,3,3,3,2,3,3,3,4,3,3,2,3,3,2,2,1,0,2,2,2,2,1,0,4,6,1,0,2,2,1,0,1,0,1,0,2,2,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,2,2,1,0,1,4,1,3,1,0,1,0,2,2,2,2,1,0,3,1,3,2,1,6,6.0,5.0,3,2,2.0,3.0,4.0,2.0,3,3,4,3.0,3,3,2,3,5,5,4,4,5,2,1,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2.0,2,1,2.0,1.0,32,4.0,1,1,6,1,48.0,2800,2000,0,28402,생산공정의 지도와 감독한다 제조업 기업 노력 점차 하향 추세 일자리,0,0,경영학과,품질관리사무원 품질관리사무원,0,0,0,0
22224,3,4,4,4,5,3,3,4,5,2,4,4,3,2,2,3,3,4,3,5,2,3,4,5,3,4,3,5,3,4,1,0,3,4,2,3,1,0,1,0,3,4,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,3,6,1,0,1,4,1,3,3,4,1,0,1,0,3,4,2,3,3,3,4,2,2,0,4.0,5.0,2,2,2.0,3.0,3.0,3.0,2,3,3,4.0,4,3,3,2,3,4,4,2,5,3,4,3,3,2,2,5,2,2,2,2,2,2,2,2,2,3,3.0,3,3,2.0,1.0,50,4.0,1,1,6,1,40.0,4800,4200,0,612101,고객 대상 영업 기술 지도,해외영업부장,0,경영학과,기술 영업원 기술 영업원,0,0,0,0
22225,4,3,4,3,4,4,3,4,5,1,3,4,3,4,2,3,2,2,1,0,1,0,1,0,1,0,2,3,5,5,1,0,1,0,3,4,1,0,1,0,5,4,2,3,4,4,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,4,1,3,4,4,1,0,1,0,1,0,1,0,3,1,4,2,2,0,3.0,2.0,4,3,2.0,3.0,3.0,3.0,3,2,3,4.0,3,4,2,3,3,2,3,3,3,3,3,2,2,2,2,4,2,2,1,2,2,2,2,2,2,3,2.0,1,2,3.0,1.0,48,2.0,1,1,6,1,42.0,4000,2300,0,815001,인건비 절약 위해 생산자 동화 갈수록 것이므,선반공,0,기계,자동조립라인·산업용로봇 조작원 자동조립라인·산업용로봇 조작원,0,0,0,0
22226,3,3,3,2,3,3,4,3,4,3,3,3,3,3,2,2,2,3,2,3,1,0,1,0,1,0,1,0,3,4,1,0,3,4,3,4,1,0,1,0,3,4,3,4,2,3,4,4,1,0,1,0,1,0,1,0,1,0,1,0,3,4,3,4,3,4,1,0,1,4,1,3,4,5,3,4,3,4,3,4,2,2,3,1,5,1,1,2,3.0,2.0,3,3,3.0,4.0,4.0,2.0,3,3,3,3.0,3,2,4,4,2,2,2,2,2,3,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3.0,2,2,2.0,1.0,49,4.0,1,1,6,1,40.0,6600,3000,0,851101,보일러관련 냉동공조관련 고압가스관련 안전교육 기계 대체 업무,0,0,화학공학과,석유·천연가스 제조 제어장치 조작원 석유·천연가스 제조 제어장치 조작원,0,0,0,0
22227,3,3,4,2,5,5,4,3,4,4,4,5,5,3,3,3,1,0,2,3,1,0,1,0,4,4,1,0,1,0,1,0,2,2,2,5,1,0,2,2,4,5,2,4,1,0,1,0,1,0,3,3,1,0,1,0,1,0,2,2,2,2,1,0,2,1,1,0,1,4,1,3,3,4,1,0,1,0,2,3,1,0,19,1,2,1,2,0,3.0,2.0,4,3,3.0,4.0,4.0,2.0,3,3,3,3.0,3,2,2,3,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2.0,3,3,3.0,1.0,29,3.0,1,1,6,1,52.0,2500,2200,0,812401,자동차 정비기사 자동차 이용 고객 증가,0,0,자동차 정비학,자동차정비원 자동차정비원,1,0,0,0
22228,4,4,5,3,3,3,3,4,4,4,3,3,3,2,2,3,2,2,3,5,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,5,5,2,4,4,5,1,0,1,0,1,0,1,0,5,6,1,0,1,0,2,3,2,4,4,6,1,0,1,4,1,3,5,5,4,4,5,6,4,5,5,6,8,1,3,1,1,2,6.0,2.0,3,3,3.0,4.0,5.0,1.0,4,3,3,4.0,4,3,3,3,4,4,3,3,3,4,3,2,5,2,2,3,2,2,1,2,2,2,2,2,2,2,3.0,2,2,2.0,1.0,34,4.0,1,1,6,1,45.0,5300,3800,0,621201,항해사 해기사 항해법 직무교육 포화상태,0,0,항해학,선장 및 항해사 선장 및 항해사,0,0,0,0
22229,5,5,5,3,5,5,5,4,5,5,5,5,5,3,5,5,1,0,3,5,2,3,1,0,1,0,1,0,1,0,1,0,3,5,1,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,6,5,6,1,4,1,3,3,4,3,4,1,0,4,5,1,0,3,1,4,2,1,2,4.0,5.0,4,4,4.0,3.0,4.0,4.0,4,2,5,5.0,4,2,3,3,5,4,3,2,2,3,4,3,3,2,2,5,2,2,2,2,2,2,2,2,2,1,3.0,2,1,1.0,2.0,25,4.0,1,1,6,1,40.0,2500,2400,0,415404,제작프로세스 관련사항 직업 특성 상품 디자인 달라 자동화,0,디자이너(그래픽관련),시각디자인과,시각디자이너,0,0,0,0
22230,3,4,3,4,3,4,2,4,2,3,4,4,5,3,2,3,3,3,3,4,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,4,1,3,1,0,1,0,1,0,1,0,1,0,15,2,3,2,2,0,6.0,5.0,3,4,3.0,4.0,4.0,4.0,4,3,4,4.0,4,2,4,4,5,4,4,5,5,2,1,2,1,1,1,4,2,2,2,2,2,2,2,2,2,2,3.0,2,1,2.0,2.0,34,4.0,1,1,6,1,50.0,3800,3200,0,25101,금민 증가 세금 납부 유도 고용,0,0,행정학과,조세행정 사무원 조세행정 사무원,0,0,0,0
22231,5,4,4,4,5,4,4,4,4,4,5,5,5,4,5,5,4,5,4,5,4,5,4,6,4,6,4,5,4,4,4,5,3,5,2,4,2,5,2,3,2,3,2,4,2,3,2,3,2,3,4,5,3,4,2,4,3,3,3,6,4,6,4,5,4,5,3,4,3,5,3,4,3,4,4,5,3,5,4,5,3,4,14,1,3,2,1,3,6.0,5.0,4,4,4.0,4.0,4.0,4.0,4,4,4,4.0,4,4,3,4,4,4,4,3,3,3,4,3,3,2,3,5,1,1,1,1,1,1,2,2,2,3,2.0,2,2,3.0,2.0,50,4.0,1,1,6,1,40.0,11000,2600,0,11201,미디어클리핑 제안서 작성법 보도자료 작성법 온라인 마케팅 홍보 기준 목표 미디어 환경 파악 적요 사람 영역 지속 리핑 보도자료 기존 고유 업무,"매니지먼트, 기획업무로 일맥상통",0,정치외교학,기업 고위임원 기업 고위임원,0,0,0,0
22232,4,4,3,4,4,4,4,5,4,5,4,4,3,4,4,4,3,3,4,5,1,0,1,0,3,3,4,5,1,0,1,0,2,3,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,3,3,4,5,1,0,3,4,5,6,1,4,1,3,1,0,1,0,4,4,4,5,1,0,18,1,2,2,2,0,3.0,1.0,4,4,4.0,3.0,4.0,3.0,3,3,3,4.0,4,2,3,3,4,3,4,4,4,3,3,4,4,4,3,5,2,2,2,2,2,2,2,2,2,1,4.0,2,2,3.0,2.0,24,2.0,1,3,6,2,32.0,2200,1400,0,414703,연등 추세,0,0,현대무용과,대중무용수(백댄서) 대중무용수(백댄서),0,1,1,0
22233,5,5,5,5,5,5,4,4,5,4,5,5,4,4,3,4,3,3,3,3,1,0,1,0,4,4,3,3,1,0,1,0,2,2,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,3,4,2,3,1,0,1,0,2,3,4,4,1,0,3,3,5,5,1,4,3,3,2,3,2,3,1,0,3,3,1,0,18,4,2,1,2,0,3.0,6.0,4,4,3.0,4.0,4.0,4.0,2,3,3,3.0,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,2.0,4,3,3.0,2.0,45,5.0,1,3,6,2,30.0,3500,1200,0,414501,지휘자자격증 경제 음악회 수요,0,0,지휘학과,지휘자 지휘자,0,0,0,0
22234,5,5,5,3,4,4,3,3,5,5,5,5,4,5,5,3,1,0,2,1,2,1,2,1,2,1,1,0,1,0,1,0,3,3,2,1,5,4,3,1,2,2,1,0,3,3,2,2,4,2,5,4,5,3,5,3,3,2,1,0,2,3,5,3,1,0,5,4,5,4,3,3,2,2,1,0,1,0,5,5,2,2,15,4,1,2,1,3,2.0,4.0,4,4,3.0,5.0,5.0,2.0,3,3,3,3.0,5,1,5,5,2,2,2,2,4,4,5,5,4,4,2,2,2,1,1,1,1,2,2,1,2,1,4.0,3,3,3.0,2.0,33,4.0,1,4,6,2,48.0,3000,2000,0,414301,배경 스토리 컴퓨터 프로그램 도입 취미 사람,0,0,애니메이션&일러스트레이션,만화가 만화가,0,1,1,1
22235,4,3,4,3,3,3,3,3,2,3,2,3,3,3,2,2,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,2,2,4,4,1,4,1,3,2,2,1,0,1,0,1,0,1,0,18,1,1,2,2,0,3.0,2.0,4,3,3.0,4.0,3.0,3.0,3,3,4,3.0,3,2,3,3,3,4,3,4,3,2,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3.0,3,3,3.0,2.0,25,4.0,1,3,6,1,40.0,2000,1700,0,416201,직종 사람,0,0,연극영화과,영화배우 및 탤런트 영화배우 및 탤런트,0,1,0,0
22236,5,5,5,3,3,3,3,5,5,4,3,3,2,3,2,3,3,5,1,0,1,0,2,3,2,3,1,0,1,0,1,0,4,5,2,5,1,0,1,0,5,5,1,0,2,4,1,0,1,0,1,0,1,0,5,5,3,4,1,0,1,0,1,0,1,0,1,0,1,4,1,3,3,4,4,4,4,4,1,0,3,4,19,4,1,1,1,3,4.0,3.0,2,2,2.0,2.0,3.0,1.0,2,1,3,3.0,2,2,4,3,4,3,3,3,2,3,4,4,5,1,2,4,2,2,1,2,1,1,2,2,2,2,3.0,1,1,1.0,1.0,41,2.0,1,4,6,2,42.0,6500,3500,0,705902,잠수기능사 스킨스쿠버 현장에서 배우는 실제 경험 기술들 사회 기반 사업,직업군인,0,인문계,"잠수 기능원(잠수부, 구난 잠수요원) 잠수 기능원(잠수부, 구난 잠수요원)",0,0,0,0
22237,5,3,5,2,5,5,3,4,4,5,5,3,4,5,2,4,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,4,5,1,0,1,0,1,0,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,4,1,3,3,4,1,0,3,3,1,0,3,4,8,2,4,1,1,3,3.0,4.0,4,4,4.0,5.0,4.0,4.0,4,4,3,3.0,4,1,4,3,4,4,3,3,4,3,2,2,3,3,2,5,2,2,2,2,2,2,2,2,2,2,4.0,3,2,2.0,1.0,54,2.0,1,1,6,1,40.0,8000,3500,0,621301,철도차량 자격증 운전 실무 교육 노선 증가,0,0,이,철도·전동차 기관사 철도·전동차 기관사,0,0,0,0
22238,4,3,4,2,5,4,2,4,5,5,4,5,2,3,4,4,1,0,4,4,1,0,2,1,4,5,1,0,3,4,1,0,4,5,5,6,4,6,1,0,5,5,3,4,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,4,1,3,1,0,1,0,2,3,2,3,1,0,3,1,3,1,2,0,6.0,4.0,2,1,1.0,3.0,5.0,1.0,3,2,4,4.0,3,3,3,3,2,2,3,2,2,5,4,5,5,2,2,4,2,1,2,1,1,1,2,2,2,2,2.0,1,4,3.0,1.0,29,3.0,1,1,6,1,50.0,3994,3500,0,131201,전산응용기계제도 기계설계기사 해석 프로그램 도입 해당 교육 훈련 진행 전산 화로 문서 관리 작성 대체 생각,자동화설비 설계,0,기계설계과,통신기기·장비 기술자 통신기기·장비 기술자,0,0,0,0
22239,4,5,4,3,3,4,4,4,4,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,4,5,3,4,3,3,5,6,1,0,3,4,1,3,1,0,1,0,1,0,1,0,1,0,16,5,1,2,1,2,6.0,5.0,3,2,2.0,4.0,4.0,2.0,3,3,3,3.0,3,4,4,3,4,3,4,3,3,3,4,2,4,4,4,5,2,2,2,2,2,2,2,2,2,1,3.0,4,4,4.0,1.0,39,4.0,2,1,5,0,38.0,0,0,4000,214102,명확한 강의력 학생들 장악력 교육 기계 사람 대체 때문,0,0,재정학,외국어강사 외국어강사,0,1,1,1
22240,4,4,3,3,3,5,5,3,4,3,4,4,3,2,2,1,1,0,2,2,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,3,3,3,1,0,1,0,3,3,4,4,2,2,1,0,1,0,1,4,2,3,1,0,1,0,1,0,1,0,1,0,19,3,2,1,2,0,3.0,2.0,4,2,3.0,4.0,3.0,3.0,3,4,4,3.0,4,2,3,4,4,5,3,4,4,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,4.0,5,3,4.0,2.0,39,4.0,1,1,6,1,40.0,2800,2300,0,232901,사회복지사 청소년 문제 증가 복지 일자리,아동복지센터 복지사,사회복지 센터장,사회복지학,생활지도원 생활지도원,1,0,0,0
22241,4,4,4,4,4,4,3,5,5,3,5,5,5,5,3,3,3,3,4,4,2,3,1,0,1,0,3,4,1,0,1,0,3,5,1,0,1,0,1,0,4,5,3,4,4,4,2,3,1,0,3,4,1,0,4,5,1,0,1,0,4,5,3,4,4,5,1,0,1,4,1,3,4,5,4,5,5,6,3,4,4,5,15,2,3,1,2,0,6.0,5.0,5,4,3.0,4.0,5.0,4.0,4,3,3,4.0,4,2,5,4,5,5,5,5,4,3,2,1,2,1,1,4,2,2,1,2,1,1,2,2,1,2,4.0,1,5,4.0,1.0,40,4.0,1,3,6,1,42.0,8200,4500,0,621102,사업용 조종사 자격증명 항공무선통신사 자격증 항공신체검사증명 기계 장비 도입 장교 산림청 전직 헬기 변경 주로 조종 산림청 조종 기술 도입 작업 환경 구성 산림청 정비 구성 산림청 관리소 증설 전담 일시 조종사 부족 드론 조종사 항공방재 현재 드론의 크기가 작아 한계는 있음,군인(장교)-헬기조종사,"경력활용 : EMS조종사, 민간항공 조종사, 교통안전관리공단 조종사(헬기)평가관 등",건축학,헬리콥터조종사 헬리콥터 조정사,0,1,0,0
22242,3,4,5,5,5,3,5,3,5,3,5,4,3,3,5,2,1,0,2,2,1,0,2,3,2,2,1,0,1,0,1,0,1,0,1,0,2,4,1,0,2,3,1,0,1,0,1,0,1,0,3,5,3,5,2,3,1,0,2,3,3,5,5,5,3,4,4,5,4,5,4,6,3,4,3,4,3,5,5,5,2,3,10,3,4,2,1,4,4.0,5.0,4,3,3.0,4.0,4.0,3.0,3,3,3,5.0,3,3,3,3,5,5,5,3,5,3,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2.0,2,2,1.0,2.0,34,4.0,1,1,6,1,40.0,3600,3000,0,416101,방송시템에 대한 전반적 이해와 편집기 사용법 뉴미디어 중요성 인식 회사 인력 구조 변경 부서 생기 업무 추가 편집 카메라 변화 소프트웨어 하드웨어 적응 아카이브 캡쳐 노동 대처 뉴미디어관련 기획자 편집자,동일,"편집감독 또는 CG감독, 마케터(뉴미디어 분야)",신문방송,방송연출가 방송연출가,0,0,0,0
