idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,sim_job,bef_job,able_job,major,description,bq22,bq23,bq24,bq6_mark,bq12_2_mark,bq12_3_mark,bq12_4_mark
15403,5,2,5,5,4,5,5,4,4,2,1,4,4,5,1,1,5,5,1,1,3,3,3,4,2,3,1,4,3,3,2,3,3,3,3,4,3,3,2,1,4,3,3,3,1,3,1,1,2,1,1,1,2,1,1,1,1,3,3,3,3,3,3,17,5,6,1.0,2,0.0,4,4,2,4,4,4,4,2,3.0,3,3,3,3,1,1,2,2,1,1,2,2,80.0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,5.0,2.0,30.0,3.0,1.0,3,0,2,40.0,3000,2600,0,29204,임상병리사 현상 유지 PC,간호사,0,0,간호학,임상시험코디네이터,1.0,1.0,2,0,0,0,0
15404,5,3,5,2,2,3,3,3,3,4,4,5,5,4,5,1,3,5,5,5,5,1,1,1,1,1,5,5,2,3,1,4,4,5,5,5,4,5,3,2,5,4,5,1,3,5,1,1,5,1,1,1,1,1,1,1,1,3,2,2,2,3,2,13,1,2,2.0,1,5.0,6,2,3,1,1,2,4,1,1.0,2,1,3,2,1,2,1,2,3,1,1,5,70.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,1.0,1.0,47.0,2.0,1.0,1,0,1,56.0,6000,5000,0,825101,직무관련교육실습 점점 기계화 때문 스프레이건 센딩기 조색시스템 없음,0,없음,없음,이과,도장원(도장기조작원) 도장기조작원,1.0,1.0,5,0,0,0,0
15405,4,3,4,4,3,4,4,2,4,3,4,2,2,5,3,1,2,2,1,1,3,1,2,1,1,1,1,1,2,4,1,5,1,2,1,1,2,1,4,2,3,4,4,2,1,1,1,2,2,3,2,2,2,1,1,1,1,4,4,1,4,4,3,13,1,5,2.0,1,6.0,3,7,5,5,5,5,5,4,3.0,5,0,4,5,1,1,4,1,3,1,2,2,90.0,1,2,3.0,0,1.0,2,2.0,0,3.0,0,1,4.0,3.0,1.0,50.0,4.0,1.0,1,0,1,45.0,6000,1800,0,140502,데이터 분석 프로그래밍 도로 교통 더욱 확대 교통수요 분석 프로그램 없음,0,없음,"전문관리자, 컨설턴트",도로공학,교통계획·설계가 교통 계획 및 설계가,1.0,1.0,2,1,0,0,0
15406,4,4,4,5,5,4,4,4,4,3,3,4,3,4,3,2,3,3,2,1,1,1,1,1,1,1,1,1,5,1,1,3,2,2,1,2,4,3,2,1,4,2,4,2,1,4,1,2,2,1,2,2,1,1,1,1,1,2,2,3,3,4,2,19,1,2,2.0,1,2.0,5,5,3,3,3,4,4,3,3.0,4,5,5,4,2,1,1,2,1,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,3.0,0,2,3.0,2.0,2.0,27.0,4.0,1.0,1,0,1,43.0,2500,2200,0,24101,홍보트렌드 계속 신제품 홍보 아이서퍼,0,마케터,광고. 마케팅등,연기예술학,광고·홍보·마케팅 전문가 광고·홍보·마케팅 전문가,1.0,1.0,1,0,0,0,0
15407,4,2,3,1,1,3,4,4,3,2,2,1,1,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,4,2,4,4,3,1,4,3,4,3,4,4,4,4,3,4,3,1,1,4,1,1,1,1,1,1,1,1,5,4,2,4,4,5,18,3,2,2.0,2,0.0,3,2,3,4,3,4,3,4,4.0,0,5,4,4,1,1,1,1,1,1,1,4,85.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,4.0,1.0,47.0,2.0,1.0,1,0,1,40.0,3200,2000,0,414901,지역 축제 행사 프로덕션박스 체인지백 코메디부채,0,서비스업,0,문과,마술사,1.0,1.0,1,1,0,0,0
15408,4,1,1,1,1,3,4,1,3,1,2,3,1,1,5,3,3,5,5,1,5,1,4,1,1,1,4,1,1,5,2,2,3,5,5,3,3,2,1,2,3,3,2,1,2,4,2,1,3,1,1,1,1,1,1,1,1,3,1,1,3,3,2,8,3,3,2.0,2,0.0,3,1,3,3,2,2,1,2,2.0,3,2,3,3,1,2,1,2,1,1,1,4,80.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,2.0,1.0,59.0,1.0,1.0,1,0,1,50.0,2900,2000,0,624401,물량 운반장치,0,자영업,0,0,하역·적재 종사원 하역·적재 종사원,1.0,1.0,1,1,0,0,0
15409,4,1,2,1,1,2,3,2,2,3,4,3,1,1,5,4,1,5,5,1,1,2,1,1,3,4,4,3,1,4,3,3,3,5,4,5,5,5,1,2,5,5,1,1,3,3,2,1,5,1,1,1,1,1,1,1,1,4,3,3,4,4,4,8,3,3,2.0,2,0.0,1,1,3,2,2,3,2,2,2.0,2,2,3,3,1,1,1,2,1,1,1,5,80.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,45.0,2.0,1.0,1,0,1,50.0,3500,2200,0,624401,자동기계 화로 수레,0,악세사리 대리점,0,인문계,하역·적재 종사원 하역·적재 종사원,1.0,1.0,1,0,0,0,0
15410,5,3,5,5,3,5,4,2,3,3,4,3,3,5,3,2,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,4,1,3,3,3,3,2,3,2,4,2,1,2,1,2,2,1,1,2,1,1,1,1,1,3,3,1,4,2,3,15,2,4,1.0,1,1.0,1,7,5,4,3,5,4,3,3.0,3,4,4,4,1,1,1,2,1,1,1,5,100.0,1,2,3.0,0,1.0,2,1.0,2,3.0,0,2,3.0,4.0,2.0,37.0,6.0,1.0,1,0,1,40.0,6000,4000,0,110203,사회복지사 통계 논문투고방법 인구 감소 노인 증가 변화 통계,연구원 박사,0,교수,사회복지학,사회학연구원 사회학연구원,1.0,1.0,1,0,0,0,0
15411,5,4,5,5,4,5,5,5,4,2,4,4,4,5,1,1,4,5,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,3,1,5,4,1,3,2,3,4,1,4,2,1,1,1,4,1,1,1,1,1,1,1,1,3,3,3,3,3,3,19,1,2,1.0,1,1.0,4,3,2,2,2,3,4,4,1.0,4,4,4,3,2,1,1,2,1,1,1,4,50.0,1,2,1.0,3,1.0,3,1.0,1,1.0,1,2,1.0,4.0,1.0,47.0,2.0,1.0,1,0,1,48.0,3360,3000,0,841101,정보처리기능사 설치 주의점 zone,수리 엔지니어,없음,PC 유지보수,인문,컴퓨터 설치·수리원(컴퓨터A/S원) 컴퓨터 설치·수리원(컴퓨터A/S원),1.0,1.0,2,0,0,0,0
15412,3,1,4,1,1,4,3,2,2,2,1,2,3,1,5,5,1,5,1,1,1,1,5,1,1,1,2,1,5,1,1,3,2,5,4,4,4,1,1,1,3,1,1,4,3,5,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,3,6,4,2,1.0,1,5.0,5,4,3,1,1,2,2,2,3.0,0,0,3,3,2,2,3,2,2,3,1,4,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,1.0,3.0,1.0,63.0,1.0,2.0,0,6,0,40.0,0,0,5000,704001,굴삭기 조종사 자격증 기본교육 기피 포크레인,굴삭기 운전,0,0,0,건설 및 채굴기계운전원 건설 및 채굴기계운전원,3.0,3.0,1,0,0,0,0
15413,5,4,3,5,5,5,5,3,3,2,2,3,3,5,1,1,4,1,2,1,1,1,1,1,2,1,1,1,5,1,2,2,4,5,1,2,2,3,2,1,4,3,3,2,3,4,1,1,2,1,3,1,1,1,1,1,1,4,4,5,3,3,4,3,1,3,2.0,1,1.0,2,3,4,4,3,4,5,3,2.0,3,3,4,3,1,1,1,1,1,1,2,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,1,4.0,4.0,2.0,26.0,4.0,1.0,1,0,1,40.0,2600,2600,0,26101,UIUX 디자인 실무_ 디자인 중요성 갈수록 디자이너 어도비 프로그램 포토샵 일러스트 스케치 제플린 없음,0,없음,없음,회계학과,경영 기획 사무원 경영 기획 사무원,1.0,1.0,2,0,0,0,0
15414,5,3,5,3,4,3,3,2,3,3,3,2,1,5,4,1,4,5,2,1,5,4,4,1,1,4,4,4,2,4,2,2,3,3,5,4,3,3,3,2,4,4,3,2,2,3,1,1,4,1,1,1,1,1,1,1,1,4,2,1,2,4,3,3,1,2,2.0,1,2.0,4,2,3,2,2,4,3,2,2.0,2,3,3,2,1,1,1,1,1,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,2.0,1.0,55.0,2.0,1.0,1,0,1,48.0,4500,3400,0,826301,기계작동하는 방법 업종 취업 사람 플렌트판넬조작기,0,0,0,상업고등학교,시멘트·광물제품 생산기계 조작원 시멘트·광물제품 생산기계 조작원,1.0,1.0,5,0,0,0,0
15415,5,1,5,3,1,5,4,4,4,3,3,2,2,3,4,4,3,3,2,1,1,1,1,1,1,1,3,2,3,4,1,3,4,2,3,4,4,5,4,3,4,3,3,3,4,4,2,1,3,1,1,1,1,1,1,1,1,2,3,3,2,2,2,3,4,1,1.0,1,4.0,4,2,3,3,2,3,3,3,3.0,4,4,4,4,1,2,1,1,1,1,1,3,100.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,1,2.0,3.0,1.0,37.0,2.0,1.0,1,0,1,48.0,3600,1800,0,812402,자동차정비기능사 제품습득 차량점검 파악 경쟁 업체 과열 전기드릴,정비사,0,카센터 운영,이과,자동차 튜닝원,1.0,1.0,1,0,0,0,0
15416,3,2,3,4,2,5,4,1,3,1,2,2,2,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,2,4,1,4,4,4,4,1,1,3,1,3,1,1,1,1,1,1,3,3,4,3,3,3,18,4,5,2.0,1,5.0,3,2,5,5,3,4,4,4,5.0,4,5,5,5,3,2,4,1,1,1,2,4,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,4.0,1.0,49.0,5.0,2.0,0,6,0,20.0,0,0,5000,416205,발성법 호흡 변화 마이크,성우,0,배우,연극영화,성우 성우,2.0,4.0,4,1,0,0,0
15417,4,2,4,4,3,3,3,2,3,2,2,2,2,5,2,1,3,2,1,1,2,1,1,1,1,1,1,2,4,2,2,3,2,3,3,2,2,2,2,3,4,4,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,3,4,1,1,1,3,13,1,6,2.0,2,0.0,3,5,4,4,3,5,4,4,4.0,3,4,4,4,1,1,1,2,1,1,1,4,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,1.0,32.0,5.0,1.0,1,0,1,40.0,3200,2400,0,121101,변화 컴퓨터 전자현미경,0,0,0,물리학,물리학연구원 물리학연구원,1.0,1.0,1,1,0,0,0
15418,5,1,5,1,1,5,4,5,5,3,5,5,3,5,1,1,5,2,2,1,1,1,1,5,1,1,1,2,4,2,2,4,2,5,1,5,4,5,2,4,5,5,3,3,3,5,1,1,4,1,1,1,1,1,1,1,1,4,2,3,4,4,4,17,4,1,1.0,2,0.0,4,2,3,3,3,2,3,3,3.0,3,3,3,3,1,1,1,2,1,1,2,4,100.0,1,2,1.0,1,1.0,1,1.0,1,1.0,1,2,3.0,4.0,2.0,47.0,3.0,1.0,1,0,1,42.0,2000,1900,0,307501,간호조무사 차이 니들 배신 컴퓨터,감호 이모 이름,주부,0,유아교육,간호조무사 간호조무사,3.0,4.0,5,0,0,0,0
15419,5,2,5,5,3,5,5,5,5,5,5,3,3,4,5,2,4,4,5,1,4,1,2,1,1,1,1,2,2,4,2,5,1,4,5,4,4,5,1,4,5,4,4,3,4,5,1,1,2,3,3,2,1,1,1,1,1,4,2,1,3,3,5,13,2,3,1.0,1,2.0,4,4,5,5,5,5,5,5,5.0,5,5,5,5,3,1,1,2,1,1,1,3,80.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,4.0,1.0,36.0,4.0,1.0,1,0,1,50.0,6000,3000,0,140601,지적기사 측량관련 전반적인 장비교육 업무 특성 장기 무량 감소 추세 측량장비들 SIP MOS,지적 측량 기사,토목설계,부동산 관련업,토목공학,지적 및 측량기술자 지적 및 측량기술자,1.0,1.0,1,0,0,0,0
15420,3,1,4,2,1,4,3,4,5,1,1,2,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,3,1,3,2,2,4,3,5,4,4,3,1,1,1,1,2,1,2,3,2,1,1,1,1,2,3,2,4,5,5,16,5,2,2.0,2,0.0,3,5,4,4,4,5,4,4,4.0,3,5,4,4,3,1,4,1,1,1,2,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,1.0,37.0,4.0,1.0,1,0,1,30.0,3100,2500,0,214102,영어 대한 호도 에듀그램 없음,0,없음,개인과외,국제지역학,외국어강사 외국어강사,1.0,1.0,1,1,0,0,0
15421,5,3,4,3,4,4,4,5,3,2,2,5,5,5,4,4,4,4,1,1,1,3,1,1,1,1,1,3,3,3,1,5,1,3,2,3,3,3,1,2,3,2,2,1,3,5,1,1,5,1,1,1,1,1,1,1,1,3,1,4,4,1,3,9,1,4,1.0,2,0.0,4,4,2,3,3,3,4,4,3.0,3,3,2,3,2,1,2,2,1,1,1,3,80.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,5.0,2.0,25.0,3.0,1.0,2,0,2,48.0,2100,1800,0,523001,바리스타 이용 계층 때문 카트 없음,0,학생,호텔리어,호텔조리학,오락시설 서비스원 숙박시설서비스원,3.0,2.0,2,0,0,0,0
15422,5,3,4,4,3,4,5,4,4,3,3,2,3,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,5,4,5,4,5,4,2,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,3,3,3,3,4,15,2,5,1.0,1,1.0,6,7,4,3,3,5,4,4,3.0,2,0,5,4,3,1,4,1,1,1,1,2,100.0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,3.0,3.0,1.0,66.0,5.0,1.0,3,0,2,32.0,2500,1800,0,23403,비전공분야 문화재관련 전문교육 문화재 감정 고도 전문 분야 로서 인원 증가 화상감정시스템,문화재 감정,동일,"대학교수, 박물관근무",역사교육학,문화재감정평가사,1.0,5.0,2,0,0,0,0
15423,4,3,5,4,4,4,3,4,4,3,3,3,2,5,4,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,2,1,3,3,3,4,3,3,3,4,2,1,2,1,1,1,1,2,2,1,1,1,1,1,3,3,2,2,4,4,6,1,3,1.0,2,0.0,6,5,4,3,2,3,3,3,3.0,3,3,3,3,1,1,4,2,1,1,1,2,70.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,1.0,3.0,1.0,50.0,4.0,1.0,3,0,1,50.0,5000,3500,0,13701,정보통신 기술 개발 프로그래밍 언어 사용 없다,0,없다,정보통신 공사 설계 감리,전기공학,정보통신 관리자 정보통신 관리자,1.0,1.0,1,0,0,0,0
15424,5,1,5,5,4,4,3,4,4,1,3,2,2,4,4,2,3,1,2,1,1,1,1,1,1,2,1,2,3,3,2,1,2,2,2,4,3,3,4,1,3,3,4,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,3,2,4,4,4,1,2,1.0,2,0.0,2,5,3,4,4,4,4,4,4.0,3,5,4,4,1,1,1,2,1,1,1,1,70.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,41.0,4.0,1.0,1,0,1,40.0,5600,3000,0,153105,전기기사 증설 안전 설비 수가 컴퓨터 설계도,0,0,0,전자공학,전기감리 기술자 전기감리 기술자,1.0,1.0,1,0,0,0,0
15425,5,1,3,1,1,4,4,3,4,4,4,4,4,4,2,1,1,5,5,4,5,4,1,2,4,3,2,3,2,4,2,5,4,4,5,4,4,4,4,4,4,3,2,2,1,4,2,2,4,1,1,1,1,1,1,1,1,3,2,2,1,1,3,6,1,1,2.0,1,5.0,5,1,2,2,2,5,3,3,4.0,3,3,4,4,1,1,1,1,1,2,2,5,0.0,1,1,2.0,0,2.0,0,2.0,0,1.0,2,2,3.0,3.0,1.0,51.0,2.0,1.0,4,0,2,48.0,4000,3000,0,702101,직무훈련 일이 사람 감소,미장,0,0,문,미장공 미장공,1.0,5.0,1,0,0,0,0
15426,5,3,5,5,5,5,1,5,5,5,1,2,2,5,1,1,5,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,1,2,1,2,2,1,4,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,1,5,2,5,16,5,3,1.0,2,0.0,3,5,5,5,5,5,4,5,4.0,1,5,5,4,3,1,1,2,1,1,1,3,100.0,1,2,2.0,0,1.0,3,2.0,0,2.0,0,2,3.0,2.0,2.0,30.0,4.0,1.0,1,0,1,40.0,4000,3000,0,304003,간호사면허증 보건교사1급 학교 보건 시설 확충 일자리 감소 거나 증가 요구 전문성 업무 방향 가능성 일반의약품 컴퓨터 행정프로그램,보건 교사,0,0,간호학,보건교사 보건교사,1.0,5.0,5,1,0,0,0
15427,4,2,5,5,3,4,2,2,2,1,3,3,2,5,3,1,3,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,4,1,2,3,2,2,2,2,3,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,8,1,6,2.0,1,2.0,4,4,3,3,3,3,3,3,3.0,3,3,3,3,1,1,1,1,1,1,3,3,80.0,1,2,1.0,2,1.0,2,1.0,2,3.0,0,1,4.0,4.0,2.0,37.0,4.0,1.0,1,0,1,45.0,5800,2100,0,28203,보안안전 교육 근무 일수 단축 관광업 호황 엘셀 한글,0,서비스업,0,관광,항공 운송 사무원 항공 운송 사무원,1.0,1.0,2,0,0,0,0
15428,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,2,5,5,5,5,5,2,5,5,5,1,4,4,1,1,4,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,1,2.0,1,4.0,4,2,4,2,1,4,4,1,3.0,0,0,0,3,3,2,4,1,3,3,1,1,0.0,3,0,2.0,0,2.0,0,1.0,2,1.0,1,1,1.0,2.0,1.0,67.0,2.0,2.0,0,5,0,54.0,0,0,4500,816103,기초 범용장비 조작 방법 자동화 프로그램 운영 체계 인식 교육 자동화 설비 개발 설계도 없음,0,없음,없음,인문계,일반기계조립원,2.0,5.0,5,0,0,0,0
15429,5,3,4,4,5,5,5,5,4,5,5,4,3,5,3,1,4,1,1,1,1,1,1,4,1,1,1,2,5,1,1,1,1,2,2,4,4,4,5,1,5,5,5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,3,3,4,1,4,15,2,4,1.0,2,0.0,3,5,4,4,4,4,4,3,2.0,2,4,4,3,2,1,2,2,1,1,1,1,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,59.0,5.0,1.0,1,0,1,40.0,4800,4000,0,13305,의사면허증 자격증 사람 증가 비상약 없음,0,병원원장,병원진료의사,의학,경찰·소방·교도 관리자,1.0,1.0,1,0,0,0,0
15430,5,1,5,5,2,5,4,4,3,1,2,5,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,3,4,2,2,4,4,2,2,2,5,1,1,1,1,3,1,1,1,1,1,1,4,2,2,3,3,4,8,1,1,2.0,1,1.0,4,3,3,3,2,3,3,2,2.0,3,3,3,2,2,1,1,2,1,1,1,2,100.0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,2.0,4.0,2.0,40.0,4.0,1.0,1,0,1,45.0,5500,3200,0,612201,영어능력 향상 교육 컴퓨터 윈싸비스 없음,0,무응답,무응답,무역학,해외영업원 해외영업원,1.0,1.0,1,0,0,0,0
15431,5,1,5,1,2,2,4,4,2,2,5,3,2,4,4,3,2,2,3,1,1,1,1,1,3,3,2,3,3,3,2,2,3,3,3,4,4,4,4,2,4,4,5,3,2,4,2,1,5,1,1,1,1,1,1,1,1,5,1,1,1,2,2,1,4,1,2.0,1,4.0,4,2,4,3,3,5,4,3,4.0,4,4,0,4,3,2,4,1,3,1,2,4,98.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,3.0,1.0,55.0,3.0,2.0,0,5,0,55.0,0,0,5000,901401,실무교육 호미 종자 포크레인등,사장,0,0,원예과,육묘 및 화훼작물재배자 육묘 및 화훼작물재배자,2.0,5.0,5,0,0,0,0
15432,1,1,3,1,1,3,1,3,1,3,1,3,4,1,5,5,1,5,5,5,5,5,5,5,1,5,5,1,3,1,4,5,1,5,5,5,1,1,1,4,3,2,2,3,3,5,2,1,1,2,1,1,1,1,1,1,1,3,2,1,1,2,1,8,4,2,2.0,2,0.0,3,1,1,1,1,1,1,1,1.0,1,1,1,1,3,1,2,1,1,2,3,3,80.0,1,1,3.0,0,3.0,0,3.0,0,3.0,0,1,3.0,3.0,1.0,67.0,4.0,1.0,3,0,2,50.0,2500,2200,0,624101,무인 배송 인성데이터,기사,0,0,기계공학,택배원 택배원,3.0,4.0,5,1,0,0,0
15433,4,1,5,1,1,4,3,4,3,4,4,4,3,5,2,1,3,2,1,3,3,2,1,1,1,1,1,2,5,1,1,1,1,2,1,3,4,3,4,2,4,3,4,4,2,5,1,1,5,1,1,1,1,1,1,1,1,3,1,2,2,1,1,19,1,1,2.0,2,0.0,3,1,2,1,1,3,3,3,3.0,3,3,0,3,3,2,4,1,3,3,3,1,0.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,4.0,2.0,56.0,2.0,2.0,0,5,0,60.0,0,0,3000,863401,경기 침체 미싱 가위 줄자 바늘,선원,0,디자이너,0,의복·가죽·모피 수선원 의복·가죽·모피 수선원,3.0,5.0,5,1,0,0,0
15434,4,3,4,5,5,5,2,1,1,1,1,1,1,5,3,1,3,1,1,1,1,5,1,2,1,5,1,1,5,1,1,1,1,5,4,2,3,1,4,3,4,4,2,2,3,3,1,1,2,2,2,2,1,1,1,1,1,4,4,1,1,3,4,3,1,6,2.0,2,0.0,4,6,4,4,4,4,4,4,4.0,4,5,5,4,1,1,1,2,1,1,2,4,100.0,1,2,1.0,2,1.0,2,1.0,1,1.0,1,2,3.0,4.0,1.0,32.0,5.0,1.0,1,0,1,45.0,4500,4000,0,122102,사람 작업 GPU HPC 어플리케이션 임상실험 프로그램 화학실험 도구 없음,제재 연구원,없음,"신약개발, 임상실험",유기화학,약학연구원 약학연구원,1.0,1.0,2,0,0,0,0
15435,5,2,5,5,5,5,5,4,4,5,5,2,2,5,5,5,3,5,2,1,2,1,5,1,5,2,5,1,3,2,2,2,1,3,5,5,5,3,4,3,5,3,3,2,5,2,1,1,5,2,1,2,1,1,1,1,1,4,4,3,5,4,4,15,2,6,1.0,1,4.0,6,5,5,4,4,4,4,4,4.0,3,4,4,4,2,1,1,2,2,1,2,2,60.0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,4.0,4.0,1.0,40.0,5.0,1.0,1,0,1,72.0,9000,7000,0,621102,회전익사업용조종사면장 항공무선통신사 계기비행자격증명 해당 헬기 기종전환 훈련 계기비행 야간비행 비상절차 훈련 항공 사업 분야 확장 조정사 운항통계관리 엑셀 드론관련사업 헬리콥터운수 관광업,기장,군 헬기조종사,"민간헬기콥터 운항(조종), 운항관리 등",경찰행정학,헬리콥터조종사 헬리콥터 조정사,1.0,1.0,1,0,0,0,0
15436,5,2,4,3,1,3,4,4,5,4,3,1,1,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,1,4,4,3,1,2,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,1,2,1.0,2,0.0,4,4,4,3,3,4,4,3,3.0,3,4,4,4,1,1,1,1,1,1,1,1,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,35.0,4.0,1.0,1,0,1,48.0,3500,2400,0,155301,대기환경기술자 인구 저하 시설 저하 컴퓨터 현미경,0,0,0,환경공학,대기환경기술자 대기환경기술자,1.0,1.0,1,0,0,0,0
15437,5,3,5,5,3,5,5,5,5,4,5,4,1,5,3,5,3,1,1,1,1,1,1,2,1,2,3,3,4,2,1,5,2,2,5,3,4,4,5,4,5,4,5,2,4,4,1,1,3,1,3,1,3,3,1,3,1,5,5,3,3,5,5,3,1,2,2.0,1,2.0,3,5,5,5,5,5,5,3,3.0,3,5,5,5,2,1,1,1,3,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,5.0,3.0,1.0,30.0,4.0,1.0,1,0,1,45.0,3000,2800,0,159103,3D 프린팅 이해 조작 운영관리 산업혁명 직접 연결 업종 설계프로그램 운영프로그램,프린터 엔지니어,반도체 공정 엔지니어,0,전자공학,3D 프린팅모델러 3D 프린팅모델러,1.0,1.0,2,0,0,0,0
15438,4,3,4,3,2,4,5,3,5,5,5,3,2,4,4,5,4,1,4,1,3,3,1,1,1,1,1,1,2,4,2,3,1,2,2,4,4,3,4,1,3,3,4,1,1,2,3,2,2,3,1,3,2,1,1,1,3,4,4,4,3,4,4,13,4,1,1.0,1,2.0,6,4,4,3,3,5,5,4,3.0,0,4,4,4,3,1,1,1,3,2,1,4,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,1.0,1.0,51.0,4.0,2.0,0,6,0,50.0,0,0,2000,416102,촬영기술자격증 프로그램 기획 컴퓨터그래픽 촬영기술 사장 악화 동일 업종 증가 eng카메라 프리미어 에프터이펙트,감독 촬영기사,0,"촬영감독,기획pd,홍보담당",법학,영화감독 영화감독,1.0,2.0,4,0,0,0,0
15439,5,4,4,5,5,5,5,5,4,2,3,2,2,5,2,1,3,2,1,1,2,2,1,1,1,1,1,1,5,1,1,1,1,2,1,3,4,2,2,1,4,2,2,3,1,2,1,2,2,1,3,2,1,1,1,1,1,3,5,2,4,4,2,13,1,6,2.0,1,6.0,3,5,3,3,2,3,4,4,3.0,4,3,4,4,1,1,1,2,1,1,1,3,100.0,1,2,1.0,2,1.0,2,1.0,2,3.0,0,2,2.0,4.0,2.0,29.0,4.0,1.0,3,0,1,45.0,8600,3000,0,22103,회계 경여관리지식 trend study 재무 서비스 자동화 가능성 ms office,0,0,자산운용사. 신용평가사. 증권사 Analyst,경제학과,경영·진단 전문가,1.0,1.0,2,1,0,0,0
